Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,197.0,71.0,36.0%,20.0,13.0,65.0%,53.0,24.0,45.3%
Opp. Stats,214.0,100.0,46.7%,14.0,3.0,21.4%,62.0,37.0,59.7%
Lg Rank Offense,,,21,,,3,,,29
Lg Rank Defense,,,30,,,1,,,21
