Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,282,4943,1025.0,4.8,32,12,272,332.0,540,3123,13,20,5.4,160.0,442,1820,12,4.1,87.0,123.0,903.0,25.0,197.0,23.9,15.7,Own 29.9,2:35,5.33,25.1,1.24
Opp. Stats,327,4803,977.0,4.9,36,15,272,355.0,599,3818,15,21,6.1,192.0,348,985,9,2.8,53.0,112.0,899.0,27.0,192.0,30.2,16.7,Own 31.3,2:23,5.3,25.0,1.41
Lg Rank Offense,26,23,,,23,16,26,,9,18,30,25,26.0,,17,16,18,14.0,,,,,,29.0,9.0,21,16,25.0,27.0,29.0
Lg Rank Defense,14,8,,,3,5,10,,32,31,4,5,18.0,,1,1,4,1.0,,,,,,19.0,6.0,23,4,7.0,7.0,5.0
