Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 16_level_0,Tackles,Tackles,Tackles,Tackles,Unnamed: 21_level_0,Unnamed: 22_level_0
Rk,Player,Age,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
1.0,Elijah Alexander,31.0,RLB,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,9,5,4,1,0.0,
2.0,Eric Allen,36.0,RCB,2,2,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0.0,6,4,2,0,0.0,
3.0,Greg Biekert,32.0,MLB,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,18,16,2,0,0.0,
4.0,Tony Bryant,25.0,RDE,2,2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,4,3,1,0,0.0,
5.0,Roderick Coleman,25.0,LDT,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,8,3,5,2,0.0,
6.0,Anthony Dorsett,28.0,FS,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,14,11,3,0,0.0,
7.0,Johnnie Harris,29.0,SS,2,2,1.0,5.0,0.0,5.0,2,1,0,1,1,0,0.0,17,13,4,1,0.0,
8.0,Grady Jackson,28.0,RDT,2,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,9,9,0,4,0.0,
9.0,William Thomas,33.0,LLB,2,2,0.0,0.0,0.0,0.0,0,0,0,0,12,0,0.0,19,14,5,0,0.0,
10.0,Regan Upshaw,26.0,LDE,2,2,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1.0,8,3,5,0,0.0,
11.0,Charles Woodson,25.0,LCB,2,2,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0,12,8,4,0,0.0,
12.0,Eric Barton,24.0,LB,1,0,,,,,0,0,0,0,0,0,0.0,7,5,2,0,,
13.0,Bobby Brooks,25.0,LB,1,0,,,,,0,0,0,0,0,0,0.0,2,2,0,0,,
14.0,Chris Cooper,24.0,DT,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,6,5,1,2,0.0,
15.0,Zack Crockett,29.0,FB,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0.0,
16.0,Mondriel Fulcher,25.0,TE,2,0,,,,,0,1,0,0,0,0,0.0,3,2,1,0,,
17.0,Derrick Gibson,22.0,DB,1,0,,,,,0,0,0,0,0,0,0.0,5,4,1,0,,
18.0,Tory James,28.0,DB,2,0,,,,,1,0,0,0,0,0,0.0,8,7,1,0,,
19.0,Brandon Jennings,23.0,DB,1,0,,,,,0,0,0,0,0,0,0.0,2,2,0,0,,
20.0,Randy Jordan,31.0,RB,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0.0,
21.0,Terry Kirby,31.0,RB,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0.0,
22.0,Marquez Pope,31.0,SS,2,0,,,,,0,0,0,0,0,0,0.0,5,1,4,0,,
23.0,Jerry Porter,23.0,WR,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0.0,
24.0,Travian Smith,26.0,LB,2,0,,,,,0,1,0,0,0,0,0.0,5,5,0,0,,
25.0,Josh Taves,29.0,DE,1,0,,,,,1,0,0,0,0,0,0.0,2,1,1,0,,
,Team Totals,,,2,2,1.0,5.0,0.0,5.0,13,4,0,2,13,0,3.0,176,128,48,10,0.0,
