Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,411,5830,1037.0,5.6,22,7,351,370.0,584,4202,32,15,6.7,220.0,409,1628,13,4.0,93.0,103.0,883.0,38.0,180.0,40.6,12.2,Own 28.3,2:45,5.94,32.3,2.24
Opp. Stats,392,6126,1024.0,6.0,17,9,353,378.0,582,4200,27,8,6.8,225.0,409,1926,12,4.7,93.0,125.0,1155.0,35.0,176.0,41.5,9.7,Own 26.6,2:41,6.0,34.7,2.13
Lg Rank Offense,8,10,,,16,7,5,,13,5,6,18,11.0,,16,23,16,22.0,,,,,,8.0,12.0,18,7,12.0,11.0,7.0
Lg Rank Defense,22,30,,,26,17,27,,19,27,20,29,25.0,,15,25,13,30.0,,,,,,3.0,22.0,3,19,25.0,28.0,25.0
