Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Tom Brady,43.0,QB,4,4,4-0-0,81,138,58.7,1061,10,7.2,3,2.2,55,47.2,52,7.7,8.16,13.1,265.3,98.1,6,37,4.17,7.11,7.56,0,1,SB MVP
,Team Totals,,,4,4,4-0-0,81,138,58.7,1024,10,7.2,3,2.2,55,47.2,52,7.8,8.16,13.1,256.0,73.8,6,37,4.17,7.43,5.41,0,1,
