Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,198.0,51.0,25.8%,15.0,7.0,46.7%,38.0,12.0,31.6%
Opp. Stats,240.0,97.0,40.4%,26.0,14.0,53.8%,50.0,27.0,54.0%
Lg Rank Offense,,,32,,,18,,,32
Lg Rank Defense,,,24,,,23,,,20
