Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Joe Burrow,27.0,QB,10,10,5-5-0,244,365,66.8,2309,15,4.1,6,1.6,115,46.0,64.0,6.3,6.41,9.5,230.9,91.0,52.4,24,180,6.17,5.47,5.55,0,0,
2.0,Jake Browning,27.0,QB,9,7,4-3-0,171,243,70.4,1936,12,4.9,7,2.9,93,48.3,80.0,8.0,7.66,11.3,215.1,98.4,60.8,24,169,8.99,6.62,6.34,2,2,
3.0,A.J. McCarron,33.0,QB,2,0,,4,5,80.0,19,0,0.0,0,0.0,0,,10.0,3.8,3.8,4.8,9.5,82.5,1.7,1,9,16.67,1.67,1.67,0,0,
4.0,Tyler Boyd,29.0,WR,17,13,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.0,,0.0,0.0,0.0,0,0,0.0,0.0,-45.0,0,0,
5.0,Tanner Hudson,29.0,TE,12,1,,0,0,,0,0,,0,,0,,,,,,0.0,,0.0,1,4,100.0,-4.0,-4.0,0,0,
6.0,Ja'Marr Chase,23.0,WR,16,16,,1,1,100.0,-7,0,0.0,0,0.0,0,,-7.0,-7.0,-7.0,-7.0,-0.4,79.2,1.9,0,0,0.0,-7.0,-7.0,0,0,PB
,Team Totals,,,17,17,9-8-0,420,615,68.3,3895,27,4.4,14,2.3,208,46.3,80.0,6.9,6.78,10.1,229.1,93.0,,50,362,7.52,5.86,5.72,2,2,
