Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,190.0,75.0,39.5%,16.0,8.0,50.0%,69.0,41.0,59.4%
Opp. Stats,208.0,78.0,37.5%,30.0,18.0,60.0%,50.0,30.0,60.0%
Lg Rank Offense,,,15,,,23,,,10
Lg Rank Defense,,,12,,,20,,,20
