Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Connor Cook,23.0,QB,1,1,0-1-0,18,45,40.0,161,1,2.2,3,6.7,11,27.1,20,3.6,1.02,8.9,161.0,30.0,3,22,6.25,2.9,0.5,0,0,
,Team Totals,,,1,1,0-1-0,18,45,40.0,139,1,2.2,3,6.7,11,27.1,20,3.6,1.02,8.9,139.0,30.0,3,22,6.25,2.9,0.5,0,0,
