Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Derek Carr,25.0,QB,15,15,12-3-0,357,560,63.8,3937,28,5.0,6,1.1,191,45.1,75,7.0,7.55,11.0,262.5,96.7,56.1,16,79,2.78,6.7,7.2,7,7,"PB,AP MVP-3,AP OPoY-6"
2.0,Connor Cook,23.0,QB,1,0,,14,21,66.7,150,1,4.8,1,4.8,6,47.8,32,7.1,5.95,10.7,150.0,83.4,14.7,2,7,8.7,6.22,5.13,0,0,
3.0,Matt McGloin,27.0,QB,3,1,0-1-0,8,15,53.3,50,0,0.0,0,0.0,3,26.7,19,3.3,3.33,6.3,16.7,60.4,11.6,0,0,0.0,3.33,3.33,0,0,
,Team Totals,,,16,16,12-4-0,379,596,63.6,4051,29,4.9,7,1.2,200,44.8,75,6.9,7.39,10.9,253.2,95.3,,18,86,2.93,6.6,7.03,7,7,
