Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Byron Leftwich,25.0,QB,11,11,8-3-0,175,302,57.9,2123,15,5.0,5,1.7,101,41.8,45,7.0,7.28,12.1,193.0,89.3,23,110,7.08,6.19,6.42,2,3,
2.0,David Garrard,27.0,QB,7,5,4-1-0,98,168,58.3,1117,4,2.4,1,0.6,64,47.2,37,6.6,6.86,11.4,159.6,83.9,8,45,4.55,6.09,6.29,2,2,
3.0,Quinn Gray,26.0,QB,1,0,,8,14,57.1,100,2,14.3,0,0.0,6,46.7,26,7.1,10.0,12.5,100.0,119.0,1,7,6.67,6.2,8.87,0,0,
4.0,Matt Jones,22.0,WR,16,1,,2,3,66.7,12,0,0.0,0,0.0,0,66.7,6,4.0,4.0,6.0,0.8,74.3,0,0,0.0,4.0,4.0,0,0,
,Team Totals,,,16,16,12-4-0,283,487,58.1,3190,21,4.3,6,1.2,171,43.9,45,6.9,7.19,11.8,199.4,88.4,32,162,6.17,6.15,6.44,4,5,
