Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Cam Ward,23.0,QB,7,7,1-6-0,136,236,57.6,1356,4,1.7,5,2.1,68,38.3,47,5.7,5.13,10.0,193.7,70.9,24.0,30,237,11.28,4.21,3.66,1,1,
,Team Totals,,,7,7,1-6-0,136,236,57.6,1119,4,1.7,5,2.1,68,38.3,47,5.7,5.13,10.0,159.9,70.9,,30,237,11.28,4.21,3.66,1,1,
