Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Lamar Jackson,22.0,QB,1,1,0-1-0,31,59,52.5,365,1,1.7,2,3.4,18,41.3,38,6.2,5.0,11.8,365.0,63.2,4,20,6.35,5.48,4.37,0,0,
,Team Totals,,,1,1,0-1-0,31,59,52.5,345,1,1.7,2,3.4,18,41.3,38,6.2,5.0,11.8,345.0,63.2,4,20,6.35,5.48,4.37,0,0,
