Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 8,1:00PM ET,boxscore,W,,1-0,@,Miami Dolphins,59.0,10.0,31.0,643.0,378.0,265.0,,12.0,200.0,179.0,21.0,3.0,42.69,9.29,0.99
2,Sun,September 15,1:00PM ET,boxscore,W,,2-0,,Arizona Cardinals,23.0,17.0,26.0,440.0,258.0,182.0,,15.0,349.0,329.0,20.0,,11.6,-4.48,4.18
3,Sun,September 22,1:00PM ET,boxscore,L,,2-1,@,Kansas City Chiefs,28.0,33.0,29.0,452.0,249.0,203.0,,27.0,503.0,363.0,140.0,,14.5,-25.98,4.79
4,Sun,September 29,1:00PM ET,boxscore,L,,2-2,,Cleveland Browns,25.0,40.0,24.0,395.0,222.0,173.0,3.0,22.0,530.0,337.0,193.0,1.0,4.82,-23.04,3.35
5,Sun,October 6,1:00PM ET,boxscore,W,OT,3-2,@,Pittsburgh Steelers,26.0,23.0,22.0,277.0,139.0,138.0,3.0,18.0,269.0,192.0,77.0,2.0,-4.12,1.8,5.32
6,Sun,October 13,1:00PM ET,boxscore,W,,4-2,,Cincinnati Bengals,23.0,17.0,26.0,497.0,228.0,269.0,1.0,18.0,250.0,217.0,33.0,1.0,15.13,-0.57,-4.92
7,Sun,October 20,4:25PM ET,boxscore,W,,5-2,@,Seattle Seahawks,30.0,16.0,14.0,340.0,141.0,199.0,,20.0,347.0,241.0,106.0,2.0,7.42,6.98,0.09
8,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
9,Sun,November 3,8:20PM ET,boxscore,W,,6-2,,New England Patriots,37.0,20.0,26.0,372.0,162.0,210.0,2.0,22.0,342.0,268.0,74.0,2.0,14.46,5.25,-5.09
10,Sun,November 10,1:00PM ET,boxscore,W,,7-2,@,Cincinnati Bengals,49.0,13.0,20.0,379.0,243.0,136.0,1.0,21.0,307.0,150.0,157.0,3.0,24.79,18.52,-7.48
11,Sun,November 17,1:00PM ET,boxscore,W,,8-2,,Houston Texans,41.0,7.0,25.0,491.0,235.0,256.0,,16.0,232.0,110.0,122.0,2.0,31.56,13.24,-6.15
12,Mon,November 25,8:15PM ET,boxscore,W,,9-2,@,Los Angeles Rams,45.0,6.0,31.0,480.0,195.0,285.0,,14.0,221.0,199.0,22.0,2.0,32.32,8.52,-4.27
13,Sun,December 1,1:00PM ET,boxscore,W,,10-2,,San Francisco 49ers,20.0,17.0,21.0,283.0,105.0,178.0,1.0,15.0,331.0,157.0,174.0,1.0,6.4,-6.2,1.2
14,Sun,December 8,1:00PM ET,boxscore,W,,11-2,@,Buffalo Bills,24.0,17.0,18.0,257.0,139.0,118.0,1.0,16.0,209.0,105.0,104.0,1.0,-0.75,10.78,-2.47
15,Thu,December 12,8:20PM ET,boxscore,W,,12-2,,New York Jets,42.0,21.0,23.0,430.0,212.0,218.0,,13.0,310.0,207.0,103.0,2.0,25.99,6.5,-9.13
16,Sun,December 22,1:00PM ET,boxscore,W,,13-2,@,Cleveland Browns,31.0,15.0,31.0,481.0,238.0,243.0,1.0,17.0,241.0,184.0,57.0,1.0,21.45,0.38,-4.46
17,Sun,December 29,4:25PM ET,boxscore,W,,14-2,,Pittsburgh Steelers,28.0,10.0,19.0,304.0,81.0,223.0,2.0,10.0,168.0,77.0,91.0,2.0,-4.16,11.07,8.63
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Division,Sat,January 11,8:15PM ET,boxscore,L,,14-3,,Tennessee Titans,12.0,28.0,29.0,530.0,345.0,185.0,3.0,15.0,300.0,83.0,217.0,,-4.11,-10.45,-1.35
