Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,235.0,93.0,39.6%,14.0,5.0,35.7%,50.0,20.0,40.0%
Opp. Stats,219.0,81.0,37.0%,6.0,4.0,66.7%,43.0,26.0,60.5%
Lg Rank Offense,,,15,,,27,,,30
Lg Rank Defense,,,10,,,28,,,25
