Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Jay Fiedler,32.0,QB,12,11,7-4-0,179,314,57.0,2138,11,3.5,13,4.1,107,42.6,59,6.8,5.65,11.9,178.2,72.4,19,126,5.71,6.04,4.95,2,3,
2.0,Brian Griese,28.0,QB,5,5,3-2-0,74,130,56.9,813,5,3.8,6,4.6,37,40.8,80,6.3,4.95,11.0,162.6,69.2,12,83,8.45,5.14,3.94,0,1,
3.0,Sage Rosenfels,25.0,QB,2,0,,4,6,66.7,50,1,16.7,0,0.0,2,33.3,21,8.3,11.67,12.5,25.0,131.9,0,0,0.0,8.33,11.67,0,0,
,Team Totals,,,16,16,10-6-0,257,450,57.1,2792,17,3.8,19,4.2,146,42.0,80,6.7,5.52,11.7,174.5,72.5,31,209,6.44,5.8,4.73,2,4,
