Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Brett Favre,33.0,QB,1,1,0-1-0,20,42,47.6,247,1,2.4,2,4.8,12,31.8,37,5.9,4.21,12.4,247.0,54.4,2,14,4.55,5.3,3.7,0,0,
,Team Totals,,,1,1,0-1-0,20,42,47.6,233,1,2.4,2,4.8,12,31.8,37,5.9,4.21,12.4,233.0,54.4,2,14,4.55,5.3,3.7,0,0,
