Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,214.0,94.0,43.9%,9.0,4.0,44.4%,54.0,28.0,51.9%
Opp. Stats,195.0,67.0,34.4%,10.0,8.0,80.0%,50.0,29.0,58.0%
Lg Rank Offense,,,6,,,20,,,21
Lg Rank Defense,,,1,,,31,,,25
