Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Jay Cutler,31.0,QB,15,15,5-10-0,370,561,66.0,3812,28,5.0,18,3.2,181,46.6,74,6.8,6.35,10.3,254.1,88.6,50.9,38,223,6.34,5.99,5.57,1,1,
2.0,Jimmy Clausen,27.0,QB,4,1,0-1-0,26,48,54.2,223,2,4.2,1,2.1,13,33.3,22,4.6,4.54,8.6,55.8,71.8,47.2,3,20,5.88,3.98,3.88,0,0,
,Team Totals,,,16,16,5-11-0,396,609,65.0,3792,30,4.9,19,3.1,194,45.5,74,6.6,6.21,10.2,237.0,87.3,,41,243,6.31,5.83,5.44,1,1,
