Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Drew Brees,26.0,QB,16,16,9-7-0,323,500,64.6,3576,24,4.8,15,3.0,183,48.2,54.0,7.2,6.76,11.1,223.5,89.2,27,223,5.12,6.36,5.99,2,2,
2.0,Philip Rivers,24.0,QB,2,0,,12,22,54.5,115,0,0.0,1,4.5,6,40.0,22.0,5.2,3.18,9.6,57.5,50.4,3,16,12.0,3.96,2.16,0,0,
3.0,LaDainian Tomlinson,26.0,RB,16,16,,3,4,75.0,47,3,75.0,0,0.0,3,75.0,26.0,11.8,26.75,15.7,2.9,153.1,0,0,0.0,11.75,26.75,0,0,"PB,AP-2"
4.0,Keenan McCardell,35.0,WR,16,16,,0,0,,0,0,,0,,0,,,,,,0.0,,1,4,100.0,-4.0,-4.0,0,0,
,Team Totals,,,16,16,9-7-0,338,526,64.3,3495,27,5.1,16,3.0,192,47.9,54.0,7.1,6.76,11.1,218.4,89.7,31,243,5.57,6.27,5.95,2,2,
