Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Matt Ryan,34.0,QB,15,15,7-8-0,408,616,66.2,4466,26,4.2,14,2.3,228,46.5,93,7.3,7.07,10.9,297.7,92.1,59.6,48,316,7.23,6.25,6.08,3,2,
2.0,Matt Schaub,38.0,QB,6,1,0-1-0,50,67,74.6,580,3,4.5,1,1.5,30,59.4,35,8.7,8.88,11.6,96.7,109.0,80.2,2,19,2.9,8.13,8.35,0,0,
3.0,Kenjon Barner,30.0,RB,14,0,,1,1,100.0,3,0,0.0,0,0.0,0,,3,3.0,3.0,3.0,0.2,79.2,31.7,0,0,0.0,3.0,3.0,0,0,
,Team Totals,,,16,16,7-9-0,459,684,67.1,4714,29,4.2,15,2.2,258,47.7,93,7.4,7.24,11.0,294.6,93.8,,50,335,6.81,6.42,6.29,3,2,
