Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,217.0,99.0,45.6%,23.0,20.0,87.0%,71.0,45.0,63.4%
Opp. Stats,207.0,79.0,38.2%,24.0,16.0,66.7%,53.0,32.0,60.4%
Lg Rank Offense,,,6,,,1,,,6
Lg Rank Defense,,,15,,,27,,,22
