Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Jayden Daniels,24.0,QB,17,17,12-5-0,331,480,69.0,3568,25,5.2,9,1.9,170,47.1,86.0,7.4,7.63,10.8,209.9,100.1,67.7,47,238,8.92,6.32,6.5,4,4,"PB,AP MVP-7,AP OPoY-17,AP ORoY-1"
2.0,Marcus Mariota,31.0,QB,3,0,,34,44,77.3,364,4,9.1,0,0.0,22,55.3,29.0,8.3,10.09,10.7,121.3,131.2,86.3,3,29,6.38,7.13,8.83,1,1,
3.0,Dyami Brown,25.0,WR,16,3,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,4.8,0,0,0.0,0.0,0.0,0,0,
,Team Totals,,,17,17,12-5-0,365,525,69.5,3665,29,5.5,9,1.7,192,47.7,86.0,7.5,7.82,10.8,215.6,102.5,,50,267,8.7,6.37,6.68,5,5,
