Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,213.0,96.0,45.1%,5.0,3.0,60.0%,66.0,39.0,59.1%
Opp. Stats,216.0,66.0,30.6%,18.0,7.0,38.9%,41.0,24.0,58.5%
Lg Rank Offense,,,3,,,10,,,7
Lg Rank Defense,,,1,,,5,,,25
