Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,204.0,76.0,37.3%,26.0,14.0,53.8%,50.0,29.0,58.0%
Opp. Stats,225.0,97.0,43.1%,24.0,14.0,58.3%,59.0,35.0,59.3%
Lg Rank Offense,,,22,,,19,,,12
Lg Rank Defense,,,25,,,17,,,19
