Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,218.0,73.0,33.5%,17.0,2.0,11.8%,47.0,18.0,38.3%
Opp. Stats,225.0,85.0,37.8%,11.0,5.0,45.5%,49.0,26.0,53.1%
Lg Rank Offense,,,25,,,32,,,32
Lg Rank Defense,,,15,,,16,,,21
