Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,407,5976,1044.0,5.7,23,11,346,399.0,573,3934,30,12,6.4,206.0,425,2042,12,4.8,106.0,106.0,854.0,34.0,187.0,40.6,11.2,Own 29.5,2:38,5.78,31.9,2.12
Opp. Stats,401,6149,1117.0,5.5,25,11,347,343.0,547,3595,23,14,6.1,188.0,525,2554,21,4.9,130.0,98.0,818.0,29.0,188.0,37.2,12.2,Own 28.3,2:52,6.1,32.6,2.05
Lg Rank Offense,9,13,,,17,24,13,,15,11,4,10,10.0,,22,18,22,7.0,,,,,,9.0,18.0,11,23,23.0,16.0,10.0
Lg Rank Defense,25,26,,,9,5,23,,10,13,14,12,15.0,,30,30,27,26.0,,,,,,13.0,11.0,13,25,25.0,22.0,24.0
