Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 9,1:05PM ET,boxscore,W,,1-0,,Kansas City Chiefs,20.0,3.0,13.0,315.0,206.0,109.0,2.0,14.0,219.0,147.0,72.0,4.0,-0.76,16.54,6.35
2,Sun,September 16,1:02PM ET,boxscore,W,,2-0,@,Carolina Panthers,34.0,21.0,19.0,346.0,227.0,119.0,1.0,17.0,353.0,287.0,66.0,3.0,3.86,-0.59,6.67
3,Sun,September 23,1:03PM ET,boxscore,L,,2-1,,Indianapolis Colts,24.0,30.0,16.0,254.0,214.0,40.0,2.0,18.0,362.0,270.0,92.0,,-0.61,-13.64,7.61
4,Sun,September 30,1:02PM ET,boxscore,L,,2-2,@,Atlanta Falcons,16.0,26.0,18.0,398.0,311.0,87.0,2.0,20.0,304.0,214.0,90.0,,0.51,-6.92,-1.43
5,Sun,October 7,1:02PM ET,boxscore,W,,3-2,,Miami Dolphins,22.0,19.0,20.0,352.0,278.0,74.0,2.0,17.0,285.0,148.0,137.0,1.0,1.03,-0.7,2.22
6,Sun,October 14,1:03PM ET,boxscore,L,,3-3,@,Jacksonville Jaguars,17.0,37.0,23.0,390.0,329.0,61.0,3.0,25.0,457.0,213.0,244.0,3.0,-8.23,-23.75,6.14
7,Sun,October 21,1:02PM ET,boxscore,L,,3-4,,Tennessee Titans,36.0,38.0,18.0,333.0,294.0,39.0,6.0,23.0,422.0,267.0,155.0,2.0,-5.84,3.04,-0.2
8,Sun,October 28,4:05PM ET,boxscore,L,,3-5,@,San Diego Chargers,10.0,35.0,22.0,367.0,252.0,115.0,5.0,11.0,237.0,128.0,109.0,,-15.08,-5.66,-6.51
9,Sun,November 4,4:15PM ET,boxscore,W,,4-5,@,Oakland Raiders,24.0,17.0,17.0,359.0,181.0,178.0,1.0,23.0,310.0,157.0,153.0,3.0,10.71,-2.39,-3.11
10,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
11,Sun,November 18,1:02PM ET,boxscore,W,,5-5,,New Orleans Saints,23.0,10.0,19.0,390.0,287.0,103.0,2.0,20.0,327.0,280.0,47.0,3.0,2.03,10.36,-3.69
12,Sun,November 25,1:03PM ET,boxscore,L,,5-6,@,Cleveland Browns,17.0,27.0,17.0,314.0,237.0,77.0,3.0,21.0,397.0,249.0,148.0,1.0,-6.59,-3.3,-2.82
13,Sun,December 2,1:02PM ET,boxscore,L,,5-7,@,Tennessee Titans,20.0,28.0,17.0,315.0,196.0,119.0,2.0,23.0,382.0,229.0,153.0,1.0,2.34,-13.1,1.08
14,Sun,December 9,1:01PM ET,boxscore,W,,6-7,,Tampa Bay Buccaneers,28.0,14.0,18.0,257.0,186.0,71.0,2.0,16.0,305.0,234.0,71.0,2.0,-3.03,10.89,4.95
15,Thu,December 13,8:15PM ET,boxscore,W,,7-7,,Denver Broncos,31.0,13.0,21.0,358.0,200.0,158.0,1.0,20.0,308.0,236.0,72.0,,13.17,4.25,-0.31
16,Sun,December 23,1:02PM ET,boxscore,L,,7-8,@,Indianapolis Colts,15.0,38.0,18.0,299.0,233.0,66.0,3.0,33.0,458.0,338.0,120.0,1.0,-0.07,-25.92,1.7
17,Sun,December 30,1:02PM ET,boxscore,W,,8-8,,Jacksonville Jaguars,42.0,28.0,19.0,290.0,120.0,170.0,1.0,24.0,381.0,285.0,96.0,1.0,13.42,-19.65,16.68
