Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,228.0,80.0,35.1%,20.0,8.0,40.0%,38.0,18.0,47.4%
Opp. Stats,214.0,87.0,40.7%,13.0,8.0,61.5%,43.0,30.0,69.8%
Lg Rank Offense,,,22,,,24,,,20
Lg Rank Defense,,,26,,,28,,,31
