Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,207.0,71.0,34.3%,26.0,18.0,69.2%,51.0,28.0,54.9%
Opp. Stats,212.0,83.0,39.2%,20.0,11.0,55.0%,53.0,26.0,49.1%
Lg Rank Offense,,,27,,,5,,,12
Lg Rank Defense,,,19,,,21,,,12
