Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,208.0,91.0,43.8%,13.0,10.0,76.9%,50.0,29.0,58.0%
Opp. Stats,212.0,76.0,35.8%,11.0,3.0,27.3%,41.0,17.0,41.5%
Lg Rank Offense,,,4,,,3,,,7
Lg Rank Defense,,,12,,,4,,,3
