Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,233.0,96.0,41.2%,11.0,8.0,72.7%,52.0,22.0,42.3%
Opp. Stats,208.0,60.0,28.8%,23.0,9.0,39.1%,33.0,11.0,33.3%
Lg Rank Offense,,,9,,,2,,,28
Lg Rank Defense,,,1,,,7,,,1
