Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Ben Roethlisberger,30.0,QB,13,13,7-6-0,284,449,63.3,3265,26,5.8,8,1.8,167,48.6,82.0,7.3,7.63,11.5,251.2,97.0,71.3,30,182,6.26,6.44,6.77,2,3,
2.0,Charlie Batch,38.0,QB,2,2,1-1-0,45,70,64.3,475,1,1.4,4,5.7,22,45.2,43.0,6.8,4.5,10.6,237.5,64.9,35.9,3,12,4.11,6.34,4.15,1,1,
3.0,Byron Leftwich,32.0,QB,2,1,0-1-0,25,53,47.2,272,0,0.0,1,1.9,13,32.1,37.0,5.1,4.28,10.9,136.0,54.9,28.8,3,24,5.36,4.43,3.63,0,0,
4.0,Antonio Brown,24.0,WR,13,10,,0,2,0.0,0,0,0.0,1,50.0,0,,,0.0,-22.5,,0.0,0.0,0.0,0,0,0.0,0.0,-22.5,0,0,
5.0,Emmanuel Sanders,25.0,WR,16,7,,0,0,,0,0,,0,,0,,,,,,0.0,,0.1,1,7,100.0,-7.0,-7.0,0,0,
,Team Totals,,,16,16,8-8-0,354,574,61.7,3787,27,4.7,14,2.4,202,46.5,82.0,7.0,6.83,11.3,236.7,88.1,,37,225,6.06,6.2,6.05,3,4,
