Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,229.0,93.0,40.6%,14.0,10.0,71.4%,50.0,25.0,50.0%
Opp. Stats,210.0,81.0,38.6%,15.0,7.0,46.7%,40.0,19.0,47.5%
Lg Rank Offense,,,13,,,3,,,18
Lg Rank Defense,,,16,,,11,,,11
