Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,229.0,97.0,42.4%,15.0,9.0,60.0%,51.0,23.0,45.1%
Opp. Stats,218.0,81.0,37.2%,13.0,3.0,23.1%,55.0,20.0,36.4%
Lg Rank Offense,,,9,,,6,,,24
Lg Rank Defense,,,10,,,2,,,1
