Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 10,1:00PM ET,boxscore,L,,0-1,@,Buffalo Bills,12.0,21.0,11.0,214.0,176.0,38.0,2.0,23.0,408.0,218.0,190.0,1.0,-12.4,-6.63,10.09
2,Sun,September 17,4:05PM ET,boxscore,L,,0-2,@,Oakland Raiders,20.0,45.0,17.0,271.0,145.0,126.0,2.0,21.0,410.0,230.0,180.0,,6.23,-27.55,-2.56
3,Sun,September 24,1:00PM ET,boxscore,W,,1-2,,Miami Dolphins,20.0,6.0,16.0,336.0,233.0,103.0,1.0,16.0,225.0,195.0,30.0,2.0,-1.0,14.62,-0.08
4,Sun,October 1,1:00PM ET,boxscore,W,OT,2-2,,Jacksonville Jaguars,23.0,20.0,18.0,471.0,215.0,256.0,2.0,20.0,311.0,136.0,175.0,1.0,-6.1,9.03,-0.61
5,Sun,October 8,1:00PM ET,boxscore,W,,3-2,@,Cleveland Browns,17.0,14.0,14.0,212.0,178.0,34.0,1.0,22.0,419.0,279.0,140.0,3.0,-4.16,-0.76,7.92
6,Sun,October 15,1:00PM ET,boxscore,L,,3-3,,New England Patriots,17.0,24.0,23.0,408.0,334.0,74.0,3.0,23.0,375.0,257.0,118.0,2.0,-0.33,-10.44,2.19
7,Sun,October 22,1:00PM ET,boxscore,L,,3-4,@,Miami Dolphins,28.0,31.0,16.0,272.0,180.0,92.0,2.0,25.0,357.0,304.0,53.0,2.0,-0.88,-2.66,-1.62
8,Sun,October 29,1:00PM ET,boxscore,L,,3-5,,Atlanta Falcons,20.0,25.0,15.0,279.0,236.0,43.0,1.0,18.0,386.0,246.0,140.0,2.0,0.84,0.97,-6.89
9,Thu,November 2,8:25PM ET,boxscore,W,,4-5,,Buffalo Bills,34.0,21.0,21.0,331.0,137.0,194.0,,21.0,307.0,244.0,63.0,3.0,10.47,6.85,-2.75
10,Sun,November 12,1:00PM ET,boxscore,L,,4-6,@,Tampa Bay Buccaneers,10.0,15.0,15.0,275.0,219.0,56.0,2.0,17.0,271.0,181.0,90.0,1.0,-11.91,5.19,0.07
11,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
12,Sun,November 26,1:00PM ET,boxscore,L,,4-7,,Carolina Panthers,27.0,35.0,21.0,391.0,282.0,109.0,1.0,17.0,299.0,154.0,145.0,,2.82,-0.41,-7.0
13,Sun,December 3,1:00PM ET,boxscore,W,,5-7,,Kansas City Chiefs,38.0,31.0,30.0,488.0,331.0,157.0,,17.0,474.0,362.0,112.0,,22.03,-23.64,3.93
14,Sun,December 10,4:05PM ET,boxscore,L,,5-8,@,Denver Broncos,0.0,23.0,6.0,100.0,41.0,59.0,2.0,17.0,273.0,189.0,84.0,,-25.71,-0.54,2.13
15,Sun,December 17,1:00PM ET,boxscore,L,,5-9,@,New Orleans Saints,19.0,31.0,19.0,294.0,170.0,124.0,2.0,23.0,412.0,281.0,131.0,3.0,-2.56,-6.75,-3.82
16,Sun,December 24,1:00PM ET,boxscore,L,,5-10,,Los Angeles Chargers,7.0,14.0,13.0,295.0,98.0,197.0,3.0,21.0,379.0,290.0,89.0,,-12.19,-4.02,7.61
17,Sun,December 31,1:00PM ET,boxscore,L,,5-11,@,New England Patriots,6.0,26.0,14.0,247.0,207.0,40.0,,28.0,330.0,183.0,147.0,,-8.84,-9.07,-1.73
