Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Mon,September 11,8:15PM ET,boxscore,L,OT,0-1,@,New York Jets,16.0,22.0,19.0,314.0,217.0,97.0,4.0,13.0,289.0,117.0,172.0,1.0,-4.85,1.19,-2.27
2,Sun,September 17,1:00PM ET,boxscore,W,,1-1,,Las Vegas Raiders,38.0,10.0,29.0,450.0,267.0,183.0,,13.0,240.0,185.0,55.0,3.0,27.19,4.89,-3.85
3,Sun,September 24,1:00PM ET,boxscore,W,,2-1,@,Washington Commanders,37.0,3.0,20.0,386.0,218.0,168.0,1.0,15.0,230.0,125.0,105.0,5.0,10.16,23.07,-1.39
4,Sun,October 1,1:00PM ET,boxscore,W,,3-1,,Miami Dolphins,48.0,20.0,24.0,414.0,310.0,104.0,,20.0,393.0,251.0,142.0,2.0,27.56,2.09,-1.37
5,Sun,October 8,9:30AM ET,boxscore,L,,3-2,,Jacksonville Jaguars,20.0,25.0,18.0,388.0,359.0,29.0,2.0,29.0,474.0,278.0,196.0,2.0,6.27,-13.93,-2.21
6,Sun,October 15,8:20PM ET,boxscore,W,,4-2,,New York Giants,14.0,9.0,22.0,297.0,169.0,128.0,2.0,20.0,317.0,185.0,132.0,,2.9,-3.02,-6.7
7,Sun,October 22,1:00PM ET,boxscore,L,,4-3,@,New England Patriots,25.0,29.0,24.0,339.0,258.0,81.0,2.0,21.0,364.0,268.0,96.0,1.0,11.63,-10.65,-5.61
8,Thu,October 26,8:15PM ET,boxscore,W,,5-3,,Tampa Bay Buccaneers,24.0,18.0,25.0,427.0,312.0,115.0,1.0,17.0,302.0,224.0,78.0,,9.78,-3.38,-1.24
9,Sun,November 5,8:20PM ET,boxscore,L,,5-4,@,Cincinnati Bengals,18.0,24.0,21.0,317.0,249.0,68.0,2.0,23.0,397.0,343.0,54.0,,6.05,-14.35,0.96
10,Mon,November 13,8:15PM ET,boxscore,L,,5-5,,Denver Broncos,22.0,24.0,18.0,369.0,177.0,192.0,4.0,19.0,300.0,178.0,122.0,1.0,-0.44,4.09,-4.65
11,Sun,November 19,4:25PM ET,boxscore,W,,6-5,,New York Jets,32.0,6.0,22.0,393.0,263.0,130.0,1.0,14.0,155.0,92.0,63.0,4.0,14.64,15.34,1.82
12,Sun,November 26,4:25PM ET,boxscore,L,OT,6-6,@,Philadelphia Eagles,34.0,37.0,29.0,505.0,332.0,173.0,1.0,24.0,378.0,193.0,185.0,2.0,13.85,-7.6,-9.18
13,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
14,Sun,December 10,4:25PM ET,boxscore,W,,7-6,@,Kansas City Chiefs,20.0,17.0,21.0,327.0,209.0,118.0,1.0,21.0,346.0,264.0,82.0,2.0,1.78,2.22,0.36
15,Sun,December 17,4:25PM ET,boxscore,W,,8-6,,Dallas Cowboys,31.0,10.0,28.0,351.0,85.0,266.0,,14.0,195.0,106.0,89.0,1.0,19.98,3.23,-3.82
16,Sat,December 23,8:00PM ET,boxscore,W,,9-6,@,Los Angeles Chargers,24.0,22.0,16.0,335.0,230.0,105.0,3.0,18.0,273.0,175.0,98.0,,7.67,4.02,-9.12
17,Sun,December 31,1:00PM ET,boxscore,W,,10-6,,New England Patriots,27.0,21.0,19.0,281.0,154.0,127.0,1.0,16.0,294.0,191.0,103.0,4.0,0.15,11.94,-1.73
18,Sun,January 7,8:20PM ET,boxscore,W,,11-6,@,Miami Dolphins,21.0,14.0,26.0,473.0,345.0,128.0,3.0,16.0,275.0,167.0,108.0,2.0,12.65,-3.92,3.03
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Mon,January 15,4:30PM ET,boxscore,W,,12-6,,Pittsburgh Steelers,31.0,17.0,24.0,368.0,189.0,179.0,,22.0,324.0,218.0,106.0,2.0,16.05,2.33,-7.99
Division,Sun,January 21,6:30PM ET,boxscore,L,,12-7,,Kansas City Chiefs,24.0,27.0,27.0,368.0,186.0,182.0,,21.0,361.0,215.0,146.0,1.0,14.55,-11.85,-4.08
