Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,202.0,85.0,42.1%,25.0,11.0,44.0%,58.0,38.0,65.5%
Opp. Stats,216.0,84.0,38.9%,30.0,14.0,46.7%,54.0,35.0,64.8%
Lg Rank Offense,,,7,,,28,,,2
Lg Rank Defense,,,20,,,8,,,28
