Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Rex Grossman,26.0,QB,3,3,2-1-0,52,92,56.5,591,3,3.3,3,3.3,24,36.5,68,6.4,5.61,11.4,197.0,73.2,4,42,4.17,5.72,4.94,1,1,
,Team Totals,,,3,3,2-1-0,52,92,56.5,549,3,3.3,3,3.3,24,36.5,68,5.5,5.61,11.4,183.0,73.2,4,42,4.17,5.54,6.31,1,1,
