Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 8,8:20PM ET,boxscore,L,OT,0-1,@,Detroit Lions,20.0,26.0,26.0,387.0,304.0,83.0,1.0,21.0,363.0,200.0,163.0,1.0,8.78,-9.52,-3.9
2,Sun,September 15,4:05PM ET,boxscore,L,,0-2,@,Arizona Cardinals,10.0,41.0,14.0,245.0,192.0,53.0,1.0,24.0,489.0,258.0,231.0,1.0,-8.89,-26.58,4.42
3,Sun,September 22,4:25PM ET,boxscore,W,,1-2,,San Francisco 49ers,27.0,24.0,19.0,296.0,198.0,98.0,,25.0,425.0,288.0,137.0,1.0,15.13,-19.1,3.14
4,Sun,September 29,1:00PM ET,boxscore,L,,1-3,@,Chicago Bears,18.0,24.0,21.0,322.0,203.0,119.0,2.0,17.0,264.0,133.0,131.0,,-0.67,-5.29,-3.65
5,Sun,October 6,4:25PM ET,boxscore,L,,1-4,,Green Bay Packers,19.0,24.0,24.0,370.0,236.0,134.0,2.0,19.0,328.0,202.0,126.0,1.0,-0.39,-2.84,-2.74
6,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
7,Sun,October 20,4:05PM ET,boxscore,W,,2-4,,Las Vegas Raiders,20.0,15.0,15.0,259.0,144.0,115.0,1.0,20.0,317.0,195.0,122.0,4.0,-7.94,19.97,-5.08
8,Thu,October 24,8:15PM ET,boxscore,W,,3-4,,Minnesota Vikings,30.0,20.0,26.0,386.0,279.0,107.0,1.0,17.0,276.0,212.0,64.0,,18.78,-6.94,0.25
9,Sun,November 3,4:25PM ET,boxscore,W,OT,4-4,@,Seattle Seahawks,26.0,20.0,22.0,366.0,298.0,68.0,1.0,20.0,424.0,317.0,107.0,3.0,0.01,12.59,-5.33
10,Mon,November 11,8:15PM ET,boxscore,L,,4-5,,Miami Dolphins,15.0,23.0,20.0,327.0,257.0,70.0,2.0,15.0,238.0,171.0,67.0,2.0,-8.9,2.5,-3.64
11,Sun,November 17,1:00PM ET,boxscore,W,,5-5,@,New England Patriots,28.0,22.0,19.0,402.0,295.0,107.0,,26.0,382.0,257.0,125.0,2.0,19.37,-10.52,-2.87
12,Sun,November 24,8:20PM ET,boxscore,L,,5-6,,Philadelphia Eagles,20.0,37.0,23.0,290.0,198.0,92.0,1.0,24.0,481.0,167.0,314.0,,5.78,-23.71,0.13
13,Sun,December 1,4:05PM ET,boxscore,W,,6-6,@,New Orleans Saints,21.0,14.0,22.0,322.0,166.0,156.0,,19.0,327.0,184.0,143.0,,13.85,-3.89,-2.2
14,Sun,December 8,4:25PM ET,boxscore,W,,7-6,,Buffalo Bills,44.0,42.0,28.0,457.0,320.0,137.0,,25.0,445.0,342.0,103.0,,29.74,-31.07,8.6
15,Thu,December 12,8:15PM ET,boxscore,W,,8-6,@,San Francisco 49ers,12.0,6.0,14.0,302.0,160.0,142.0,,11.0,191.0,128.0,63.0,1.0,-4.3,14.31,-3.29
16,Sun,December 22,1:00PM ET,boxscore,W,,9-6,@,New York Jets,19.0,9.0,17.0,242.0,110.0,132.0,1.0,17.0,321.0,246.0,75.0,2.0,3.87,3.81,4.63
17,Sat,December 28,8:10PM ET,boxscore,W,,10-6,,Arizona Cardinals,13.0,9.0,12.0,257.0,189.0,68.0,,24.0,396.0,283.0,113.0,2.0,-4.17,-0.09,6.46
18,Sun,January 5,4:25PM ET,boxscore,L,,10-7,,Seattle Seahawks,25.0,30.0,20.0,403.0,319.0,84.0,1.0,18.0,336.0,210.0,126.0,,7.91,-13.35,1.29
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Mon,January 13,8:00PM ET,boxscore,W,,11-7,,Minnesota Vikings,27.0,9.0,16.0,292.0,202.0,90.0,,20.0,269.0,163.0,106.0,2.0,2.78,21.02,-1.73
Division,Sun,January 19,3:00PM ET,boxscore,L,,11-8,@,Philadelphia Eagles,22.0,28.0,18.0,402.0,291.0,111.0,2.0,16.0,350.0,65.0,285.0,,-3.6,-7.76,6.02
