Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,229.0,98.0,42.8%,8.0,7.0,87.5%,48.0,26.0,54.2%
Opp. Stats,197.0,75.0,38.1%,7.0,3.0,42.9%,53.0,27.0,50.9%
Lg Rank Offense,,,7,,,1,,,17
Lg Rank Defense,,,14,,,10,,,8
