Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,216.0,89.0,41.2%,13.0,9.0,69.2%,65.0,33.0,50.8%
Opp. Stats,204.0,78.0,38.2%,17.0,10.0,58.8%,57.0,35.0,61.4%
Lg Rank Offense,,,9,,,4,,,26
Lg Rank Defense,,,17,,,25,,,24
