Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 9,1:00PM ET,boxscore,W,,1-0,,Buffalo Bills,47.0,3.0,26.0,369.0,252.0,117.0,1.0,10.0,153.0,70.0,83.0,2.0,7.23,28.71,2.33
2,Thu,September 13,8:20PM ET,boxscore,L,,1-1,@,Cincinnati Bengals,23.0,34.0,28.0,425.0,359.0,66.0,3.0,24.0,373.0,265.0,108.0,,2.72,-12.8,1.12
3,Sun,September 23,1:00PM ET,boxscore,W,,2-1,,Denver Broncos,27.0,14.0,20.0,342.0,265.0,77.0,,18.0,293.0,173.0,120.0,1.0,8.96,7.96,-5.82
4,Sun,September 30,8:20PM ET,boxscore,W,,3-1,@,Pittsburgh Steelers,26.0,14.0,24.0,451.0,355.0,96.0,1.0,14.0,284.0,265.0,19.0,2.0,7.71,10.05,-2.06
5,Sun,October 7,1:00PM ET,boxscore,L,OT,3-2,@,Cleveland Browns,9.0,12.0,25.0,410.0,294.0,116.0,2.0,20.0,416.0,304.0,112.0,1.0,-11.13,7.48,2.05
6,Sun,October 14,4:25PM ET,boxscore,W,,4-2,@,Tennessee Titans,21.0,0.0,23.0,361.0,238.0,123.0,1.0,7.0,106.0,51.0,55.0,,12.84,15.17,-2.21
7,Sun,October 21,4:05PM ET,boxscore,L,,4-3,,New Orleans Saints,23.0,24.0,25.0,351.0,274.0,77.0,,26.0,339.0,205.0,134.0,1.0,16.64,-12.99,-7.63
8,Sun,October 28,1:00PM ET,boxscore,L,,4-4,@,Carolina Panthers,21.0,36.0,20.0,325.0,224.0,101.0,3.0,22.0,386.0,232.0,154.0,,1.24,-18.22,7.88
9,Sun,November 4,1:00PM ET,boxscore,L,,4-5,,Pittsburgh Steelers,16.0,23.0,18.0,265.0,204.0,61.0,,27.0,395.0,282.0,113.0,,7.37,-17.75,4.01
10,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
11,Sun,November 18,1:00PM ET,boxscore,W,,5-5,,Cincinnati Bengals,24.0,21.0,23.0,403.0,136.0,267.0,1.0,15.0,255.0,207.0,48.0,,2.66,0.01,-5.08
12,Sun,November 25,1:00PM ET,boxscore,W,,6-5,,Oakland Raiders,34.0,17.0,23.0,416.0,174.0,242.0,2.0,13.0,249.0,182.0,67.0,1.0,11.19,8.83,2.03
13,Sun,December 2,1:00PM ET,boxscore,W,,7-5,@,Atlanta Falcons,26.0,16.0,25.0,366.0,159.0,207.0,1.0,16.0,131.0,97.0,34.0,1.0,-1.63,13.31,-1.11
14,Sun,December 9,1:00PM ET,boxscore,L,OT,7-6,@,Kansas City Chiefs,24.0,27.0,24.0,321.0,127.0,194.0,1.0,30.0,442.0,348.0,94.0,1.0,4.92,-17.44,9.52
15,Sun,December 16,1:00PM ET,boxscore,W,,8-6,,Tampa Bay Buccaneers,20.0,12.0,24.0,370.0,128.0,242.0,2.0,12.0,241.0,156.0,85.0,1.0,6.86,6.0,-2.23
16,Sat,December 22,8:20PM ET,boxscore,W,,9-6,@,Los Angeles Chargers,22.0,10.0,15.0,361.0,202.0,159.0,1.0,14.0,198.0,147.0,51.0,3.0,-3.87,21.26,-1.7
17,Sun,December 30,4:25PM ET,boxscore,W,,10-6,,Cleveland Browns,26.0,24.0,24.0,463.0,167.0,296.0,1.0,18.0,426.0,376.0,50.0,3.0,7.31,-9.49,2.95
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Sun,January 6,1:05PM ET,boxscore,L,,10-7,,Los Angeles Chargers,17.0,23.0,11.0,229.0,139.0,90.0,3.0,14.0,243.0,154.0,89.0,1.0,-14.46,9.17,2.32
