Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 11,1:06PM ET,boxscore,W,,1-0,@,Kansas City Chiefs,41.0,7.0,23.0,364.0,201.0,163.0,1.0,13.0,213.0,105.0,108.0,3.0,12.56,14.87,5.86
2,Sun,September 18,1:03PM ET,boxscore,W,,2-0,,Oakland Raiders,38.0,35.0,34.0,481.0,258.0,223.0,1.0,26.0,454.0,323.0,131.0,2.0,29.88,-23.69,-2.38
3,Sun,September 25,1:03PM ET,boxscore,W,,3-0,,New England Patriots,34.0,31.0,24.0,448.0,369.0,79.0,2.0,30.0,495.0,387.0,108.0,4.0,9.66,-9.55,1.62
4,Sun,October 2,1:03PM ET,boxscore,L,,3-1,@,Cincinnati Bengals,20.0,23.0,12.0,273.0,190.0,83.0,,25.0,458.0,287.0,171.0,2.0,-3.68,-4.54,3.16
5,Sun,October 9,1:04PM ET,boxscore,W,,4-1,,Philadelphia Eagles,31.0,24.0,21.0,331.0,188.0,143.0,1.0,24.0,489.0,315.0,174.0,5.0,7.45,0.46,-1.56
6,Sun,October 16,1:02PM ET,boxscore,L,,4-2,@,New York Giants,24.0,27.0,17.0,374.0,219.0,155.0,2.0,24.0,414.0,292.0,122.0,,10.21,-18.88,1.47
7,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
8,Sun,October 30,4:05PM ET,boxscore,W,,5-2,,Washington Redskins,23.0,0.0,17.0,390.0,252.0,138.0,2.0,10.0,178.0,152.0,26.0,2.0,4.37,21.45,-2.96
9,Sun,November 6,1:03PM ET,boxscore,L,,5-3,,New York Jets,11.0,27.0,14.0,287.0,191.0,96.0,3.0,24.0,348.0,222.0,126.0,2.0,-13.27,-5.28,-0.07
10,Sun,November 13,1:02PM ET,boxscore,L,,5-4,@,Dallas Cowboys,7.0,44.0,20.0,271.0,136.0,135.0,4.0,24.0,433.0,270.0,163.0,,-11.85,-24.58,0.33
11,Sun,November 20,1:02PM ET,boxscore,L,,5-5,@,Miami Dolphins,8.0,35.0,14.0,245.0,204.0,41.0,2.0,16.0,242.0,147.0,95.0,,-21.57,-2.62,-3.29
12,Sun,November 27,1:02PM ET,boxscore,L,,5-6,@,New York Jets,24.0,28.0,21.0,336.0,250.0,86.0,,20.0,318.0,180.0,138.0,2.0,3.13,-13.01,3.17
13,Sun,December 4,1:02PM ET,boxscore,L,,5-7,,Tennessee Titans,17.0,23.0,18.0,386.0,282.0,104.0,2.0,18.0,317.0,130.0,187.0,,2.05,-4.41,-6.33
14,Sun,December 11,4:15PM ET,boxscore,L,,5-8,@,San Diego Chargers,10.0,37.0,17.0,281.0,185.0,96.0,3.0,23.0,366.0,216.0,150.0,1.0,-14.48,-13.5,-0.7
15,Sun,December 18,1:02PM ET,boxscore,L,,5-9,,Miami Dolphins,23.0,30.0,21.0,404.0,291.0,113.0,3.0,17.0,448.0,194.0,254.0,3.0,-6.23,-0.12,-3.0
16,Sat,December 24,1:02PM ET,boxscore,W,,6-9,,Denver Broncos,40.0,14.0,14.0,351.0,191.0,160.0,,18.0,285.0,152.0,133.0,3.0,2.61,19.86,3.89
17,Sun,January 1,1:02PM ET,boxscore,L,,6-10,@,New England Patriots,21.0,49.0,26.0,402.0,296.0,106.0,4.0,28.0,480.0,342.0,138.0,1.0,2.1,-22.96,-4.16
