Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Kelly Holcomb,32.0,QB,10,8,4-4-0,155,230,67.4,1509,10,4.3,8,3.5,74,45.3,65,6.6,5.87,9.7,150.9,85.6,17,140,6.88,5.54,4.89,1,1,
2.0,J.P. Losman,24.0,QB,9,8,1-7-0,113,228,49.6,1340,8,3.5,8,3.5,55,33.9,58,5.9,5.0,11.9,148.9,64.9,26,197,10.24,4.5,3.71,0,0,
3.0,Roscoe Parrish,23.0,WR,10,1,,1,1,100.0,3,0,0.0,0,0.0,0,,3,3.0,3.0,3.0,0.3,79.2,0,0,0.0,3.0,3.0,0,0,
,Team Totals,,,16,16,5-11-0,269,459,58.6,2515,18,3.9,16,3.5,129,39.4,65,6.2,5.43,10.6,157.2,75.4,43,337,8.57,5.01,4.29,1,1,
