Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,227.0,69.0,30.4%,23.0,10.0,43.5%,33.0,10.0,30.3%
Opp. Stats,213.0,81.0,38.0%,9.0,4.0,44.4%,66.0,32.0,48.5%
Lg Rank Offense,,,30,,,19,,,32
Lg Rank Defense,,,16,,,12,,,13
