season,week,season_type,game_label,game_date,ne_home_away,opponent,quarter,category,player,completions,attempts,pass_yards,interceptions,pass_td,carries,rush_yards,rush_td,targets,receptions,rec_yards,rec_td
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q3,Rushing,"John Stephens",,,,,,2,9,0,,,,
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q3,Receiving,"Hart Lee Dykes",,,,,,,,,2,1,16,0
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q3,Receiving,"John Stephens",,,,,,,,,1,1,5,0
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q3,Receiving,"Cedric Jones",,,,,,,,,1,1,5,0
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q3,Receiving,"Michael Timpson",,,,,,,,,2,0,0,0
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q4,Passing,"Marc Wilson",11,15,126,1,0,,,,,,,
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q4,Rushing,"John Stephens",,,,,,2,14,0,,,,
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q4,Rushing,"George Adams",,,,,,1,-2,0,,,,
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q4,Receiving,"Hart Lee Dykes",,,,,,,,,4,3,53,0
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q4,Receiving,"Marv Cook",,,,,,,,,6,4,41,0
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q4,Receiving,"Greg McMurtry",,,,,,,,,3,2,25,0
1990,16,REG,"1990 Week 16","December 23",Away,"New York Jets",Q4,Receiving,"John Stephens",,,,,,,,,2,2,7,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q1,Passing,"Tom Hodson",4,7,30,0,0,,,,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q1,Rushing,"George Adams",,,,,,2,8,0,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q1,Rushing,"John Stephens",,,,,,2,3,0,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q1,Receiving,"Michael Timpson",,,,,,,,,1,1,14,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q1,Receiving,"George Adams",,,,,,,,,2,2,9,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q1,Receiving,"Irving Fryar",,,,,,,,,2,1,7,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q1,Receiving,"Marv Cook",,,,,,,,,1,0,0,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q1,Receiving,"Hart Lee Dykes",,,,,,,,,1,0,0,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q2,Passing,"Tom Hodson",4,7,63,0,1,,,,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q2,Rushing,"Mosi Tatupu",,,,,,3,14,0,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q2,Rushing,"John Stephens",,,,,,3,7,0,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q2,Rushing,"Tom Hodson",,,,,,1,0,0,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q2,Receiving,"Irving Fryar",,,,,,,,,1,1,40,1
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q2,Receiving,"Marv Cook",,,,,,,,,2,1,12,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q2,Receiving,"Hart Lee Dykes",,,,,,,,,2,1,11,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q2,Receiving,"John Stephens",,,,,,,,,1,1,0,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q3,Passing,"Tom Hodson",1,3,6,1,0,,,,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q3,Rushing,"John Stephens",,,,,,7,46,0,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q3,Rushing,"Mosi Tatupu",,,,,,2,10,0,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q3,Receiving,"Marv Cook",,,,,,,,,1,1,6,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q3,Receiving,"Zeke Mowatt",,,,,,,,,1,0,0,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q3,Receiving,"Irving Fryar",,,,,,,,,1,0,0,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q4,Passing,"Tom Hodson",3,6,19,0,0,,,,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q4,Rushing,"George Adams",,,,,,4,27,0,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q4,Rushing,"John Stephens",,,,,,7,25,0,,,,
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q4,Receiving,"Irving Fryar",,,,,,,,,2,1,7,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q4,Receiving,"Marv Cook",,,,,,,,,2,1,6,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q4,Receiving,"Mosi Tatupu",,,,,,,,,1,1,6,0
1990,17,REG,"1990 Week 17","December 30",Home,"New York Giants",Q4,Receiving,"John Stephens",,,,,,,,,1,0,0,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q1,Passing,"Tom Hodson",2,3,28,0,1,,,,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q1,Rushing,"Leonard Russell",,,,,,10,29,0,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q1,Receiving,"Marv Cook",,,,,,,,,2,2,28,1
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q1,Receiving,"Ivy Joe Hunter",,,,,,,,,1,0,0,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q2,Passing,"Tom Hodson",3,5,33,0,0,,,,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q2,Rushing,"Leonard Russell",,,,,,3,11,0,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q2,Rushing,"Jon Vaughn",,,,,,3,11,0,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q2,Rushing,"Tom Hodson",,,,,,1,-1,0,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q2,Receiving,"Irving Fryar",,,,,,,,,1,1,17,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q2,Receiving,"Marv Cook",,,,,,,,,1,1,10,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q2,Receiving,"Ben Coates",,,,,,,,,1,1,6,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q2,Receiving,"Greg McMurtry",,,,,,,,,2,0,0,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q3,Passing,"Tom Hodson",6,6,54,0,0,,,,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q3,Rushing,"Leonard Russell",,,,,,2,8,0,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q3,Receiving,"Irving Fryar",,,,,,,,,2,2,28,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q3,Receiving,"Marv Cook",,,,,,,,,3,3,19,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q3,Receiving,"Leonard Russell",,,,,,,,,1,1,7,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q4,Passing,"Tom Hodson",2,4,21,0,0,,,,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q4,Rushing,"Leonard Russell",,,,,,9,24,0,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q4,Rushing,"Tom Hodson",,,,,,1,-1,0,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q4,Rushing,"Jon Vaughn",,,,,,1,-2,0,,,,
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q4,Receiving,"Irving Fryar",,,,,,,,,2,1,12,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q4,Receiving,"Michael Timpson",,,,,,,,,1,1,9,0
1991,1,REG,"1991 Week 1","September 1",Away,"Indianapolis Colts",Q4,Receiving,"Greg McMurtry",,,,,,,,,1,0,0,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q1,Passing,"Tom Hodson",3,5,3,1,0,,,,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q1,Rushing,"Leonard Russell",,,,,,5,39,0,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q1,Rushing,"Jon Vaughn",,,,,,1,3,0,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q1,Receiving,"Irving Fryar",,,,,,,,,2,1,6,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q1,Receiving,"Ben Coates",,,,,,,,,1,0,0,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q1,Receiving,"Marv Cook",,,,,,,,,1,1,0,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q1,Receiving,"Leonard Russell",,,,,,,,,1,1,-3,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q2,Passing,"Tom Hodson",1,2,-5,0,0,,,,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q2,Rushing,"Leonard Russell",,,,,,4,17,0,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q2,Rushing,"Ivy Joe Hunter",,,,,,3,7,0,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q2,Rushing,"Tom Hodson",,,,,,1,1,0,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q2,Receiving,"Irving Fryar",,,,,,,,,1,0,0,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q2,Receiving,"Leonard Russell",,,,,,,,,1,1,-5,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q3,Passing,"Tom Hodson",2,6,15,0,0,,,,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q3,Rushing,"Leonard Russell",,,,,,2,1,0,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q3,Receiving,"Greg McMurtry",,,,,,,,,1,1,13,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q3,Receiving,"Ivy Joe Hunter",,,,,,,,,1,1,2,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q3,Receiving,"Leonard Russell",,,,,,,,,1,0,0,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q3,Receiving,"Irving Fryar",,,,,,,,,2,0,0,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q3,Receiving,"Michael Timpson",,,,,,,,,1,0,0,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q4,Passing,"Tom Hodson",6,13,82,1,0,,,,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q4,Rushing,"Leonard Russell",,,,,,1,3,0,,,,
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q4,Receiving,"Jon Vaughn",,,,,,,,,4,2,37,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q4,Receiving,"Irving Fryar",,,,,,,,,3,1,17,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q4,Receiving,"Marv Cook",,,,,,,,,2,2,17,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q4,Receiving,"Rob Carpenter",,,,,,,,,2,1,11,0
1991,2,REG,"1991 Week 2","September 8",Home,"Cleveland Browns",Q4,Receiving,"Greg McMurtry",,,,,,,,,2,0,0,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q1,Passing,"Tom Hodson",2,3,36,0,0,,,,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q1,Passing,"Irving Fryar",0,1,0,0,0,,,,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q1,Rushing,"Leonard Russell",,,,,,4,15,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q1,Rushing,"John Stephens",,,,,,2,2,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q1,Rushing,"Tom Hodson",,,,,,1,1,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q1,Receiving,"Irving Fryar",,,,,,,,,2,2,36,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q1,Receiving,"Greg McMurtry",,,,,,,,,1,0,0,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q1,Receiving,"Ben Coates",,,,,,,,,1,0,0,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q2,Passing,"Tom Hodson",3,9,21,1,0,,,,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q2,Rushing,"Leonard Russell",,,,,,4,15,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q2,Rushing,"Marvin Allen",,,,,,2,13,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q2,Rushing,"Ivy Joe Hunter",,,,,,2,6,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q2,Rushing,"John Stephens",,,,,,2,4,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q2,Receiving,"Marv Cook",,,,,,,,,4,2,12,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q2,Receiving,"Irving Fryar",,,,,,,,,2,1,9,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q2,Receiving,"Leonard Russell",,,,,,,,,1,0,0,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q2,Receiving,"Michael Timpson",,,,,,,,,1,0,0,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q2,Receiving,"Jon Vaughn",,,,,,,,,1,0,0,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q3,Passing,"Tom Hodson",3,4,30,1,0,,,,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q3,Rushing,"Marvin Allen",,,,,,1,4,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q3,Rushing,"John Stephens",,,,,,1,3,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q3,Rushing,"Ivy Joe Hunter",,,,,,1,0,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q3,Rushing,"Leonard Russell",,,,,,5,-1,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q3,Receiving,"Leonard Russell",,,,,,,,,1,1,18,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q3,Receiving,"Marv Cook",,,,,,,,,1,1,9,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q3,Receiving,"Ivy Joe Hunter",,,,,,,,,1,1,3,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q4,Passing,"Tom Hodson",3,8,27,0,0,,,,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q4,Rushing,"Leonard Russell",,,,,,3,18,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q4,Rushing,"John Stephens",,,,,,1,2,0,,,,
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q4,Receiving,"Irving Fryar",,,,,,,,,3,2,17,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q4,Receiving,"John Stephens",,,,,,,,,1,1,10,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q4,Receiving,"Rob Carpenter",,,,,,,,,1,0,0,0
1991,3,REG,"1991 Week 3","September 15",Away,"Pittsburgh Steelers",Q4,Receiving,"Michael Timpson",,,,,,,,,3,0,0,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q1,Passing,"Hugh Millen",5,9,40,0,0,,,,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q1,Rushing,"Leonard Russell",,,,,,3,9,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q1,Rushing,"Irving Fryar",,,,,,1,2,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q1,Rushing,"John Stephens",,,,,,1,2,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q1,Rushing,"Marvin Allen",,,,,,1,1,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q1,Receiving,"Irving Fryar",,,,,,,,,5,3,28,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q1,Receiving,"Ivy Joe Hunter",,,,,,,,,1,1,7,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q1,Receiving,"Marv Cook",,,,,,,,,1,1,5,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q1,Receiving,"Michael Timpson",,,,,,,,,1,0,0,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q1,Receiving,"Jon Vaughn",,,,,,,,,1,0,0,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q2,Passing,"Hugh Millen",6,8,84,1,0,,,,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q2,Passing,"Jon Vaughn",1,1,13,0,1,,,,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q2,Rushing,"Leonard Russell",,,,,,5,29,1,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q2,Rushing,"Marvin Allen",,,,,,2,2,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q2,Rushing,"Jon Vaughn",,,,,,1,2,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q2,Rushing,"Hugh Millen",,,,,,1,1,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q2,Receiving,"Marv Cook",,,,,,,,,4,4,54,1
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q2,Receiving,"Greg McMurtry",,,,,,,,,3,1,20,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q2,Receiving,"Jon Vaughn",,,,,,,,,1,1,15,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q2,Receiving,"Irving Fryar",,,,,,,,,1,1,8,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q3,Passing,"Hugh Millen",2,4,15,1,0,,,,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q3,Rushing,"Leonard Russell",,,,,,7,34,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q3,Rushing,"John Stephens",,,,,,2,12,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q3,Rushing,"Ivy Joe Hunter",,,,,,1,2,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q3,Receiving,"Irving Fryar",,,,,,,,,1,1,14,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q3,Receiving,"Marv Cook",,,,,,,,,3,1,1,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q4,Passing,"Hugh Millen",9,12,105,1,1,,,,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q4,Rushing,"Leonard Russell",,,,,,4,13,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q4,Rushing,"John Stephens",,,,,,1,0,0,,,,
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q4,Receiving,"Marv Cook",,,,,,,,,4,4,39,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q4,Receiving,"Greg McMurtry",,,,,,,,,3,2,38,1
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q4,Receiving,"Michael Timpson",,,,,,,,,1,1,16,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q4,Receiving,"Irving Fryar",,,,,,,,,3,1,7,0
1991,4,REG,"1991 Week 4","September 22",Home,"Houston Oilers",Q4,Receiving,"Leonard Russell",,,,,,,,,1,1,5,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q1,Passing,"Hugh Millen",0,2,0,0,0,,,,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q1,Rushing,"John Stephens",,,,,,6,28,0,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q1,Rushing,"Leonard Russell",,,,,,3,7,0,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q1,Rushing,"Hugh Millen",,,,,,1,2,0,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q1,Receiving,"John Stephens",,,,,,,,,1,0,0,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q2,Passing,"Hugh Millen",3,3,42,0,0,,,,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q2,Rushing,"Jon Vaughn",,,,,,1,23,0,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q2,Receiving,"Greg McMurtry",,,,,,,,,2,2,31,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q2,Receiving,"Marv Cook",,,,,,,,,1,1,11,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q3,Passing,"Hugh Millen",2,6,16,0,0,,,,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q3,Rushing,"Marvin Allen",,,,,,3,14,0,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q3,Rushing,"Jon Vaughn",,,,,,2,5,0,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q3,Rushing,"Hugh Millen",,,,,,1,1,0,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q3,Receiving,"Marv Cook",,,,,,,,,2,1,9,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q3,Receiving,"Irving Fryar",,,,,,,,,3,1,7,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q3,Receiving,"Ben Coates",,,,,,,,,1,0,0,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q4,Passing,"Hugh Millen",7,10,57,0,0,,,,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q4,Rushing,"Jon Vaughn",,,,,,3,28,0,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q4,Rushing,"Hugh Millen",,,,,,1,7,0,,,,
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q4,Receiving,"Marv Cook",,,,,,,,,4,4,22,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q4,Receiving,"Michael Timpson",,,,,,,,,2,1,17,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q4,Receiving,"Ivy Joe Hunter",,,,,,,,,1,1,9,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q4,Receiving,"Marvin Allen",,,,,,,,,1,1,9,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q4,Receiving,"Irving Fryar",,,,,,,,,1,0,0,0
1991,5,REG,"1991 Week 5","September 29",Away,"Phoenix Cardinals",Q4,Receiving,"Greg McMurtry",,,,,,,,,1,0,0,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q1,Passing,"Hugh Millen",4,8,46,0,0,,,,,,,
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q1,Rushing,"John Stephens",,,,,,6,5,1,,,,
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q1,Rushing,"Leonard Russell",,,,,,2,4,0,,,,
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q1,Receiving,"Ivy Joe Hunter",,,,,,,,,3,1,13,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q1,Receiving,"Greg McMurtry",,,,,,,,,1,1,11,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q1,Receiving,"Irving Fryar",,,,,,,,,1,1,11,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q1,Receiving,"Marv Cook",,,,,,,,,1,1,11,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q1,Receiving,"John Stephens",,,,,,,,,1,0,0,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q1,Receiving,"Michael Timpson",,,,,,,,,1,0,0,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q2,Passing,"Hugh Millen",3,7,39,1,0,,,,,,,
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q2,Rushing,"John Stephens",,,,,,3,8,0,,,,
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q2,Rushing,"Jon Vaughn",,,,,,3,6,0,,,,
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q2,Receiving,"Greg McMurtry",,,,,,,,,1,1,31,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q2,Receiving,"Marv Cook",,,,,,,,,2,2,8,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q2,Receiving,"John Stephens",,,,,,,,,1,0,0,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q2,Receiving,"Irving Fryar",,,,,,,,,2,0,0,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q2,Receiving,"Jon Vaughn",,,,,,,,,1,0,0,0
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q3,Passing,"Hugh Millen",5,8,39,1,0,,,,,,,
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q3,Rushing,"Marvin Allen",,,,,,3,11,0,,,,
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q3,Rushing,"Ivy Joe Hunter",,,,,,1,9,0,,,,
1991,6,REG,"1991 Week 6","October 6",Home,"Miami Dolphins",Q3,Rushing,"John Stephens",,,,,,3,7,0,,,,
