season,week,season_type,game_label,game_date,ne_home_away,opponent,quarter,category,player,completions,attempts,pass_yards,interceptions,pass_td,carries,rush_yards,rush_td,targets,receptions,rec_yards,rec_td
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q1,Passing,"Steve Grogan",1,6,11,0,0,,,,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q1,Rushing,"Horace Ivory",,,,,,2,10,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q1,Rushing,"Andy Johnson",,,,,,3,7,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q1,Rushing,"Sam Cunningham",,,,,,4,4,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q1,Receiving,"Sam Cunningham",,,,,,,,,1,1,11,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q1,Receiving,"Stanley Morgan",,,,,,,,,3,0,0,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q1,Receiving,"Russ Francis",,,,,,,,,1,0,0,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q1,Receiving,"Harold Jackson",,,,,,,,,1,0,0,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q2,Passing,"Steve Grogan",4,13,48,1,0,,,,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q2,Rushing,"Horace Ivory",,,,,,6,31,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q2,Rushing,"Steve Grogan",,,,,,3,21,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q2,Rushing,"Don Calhoun",,,,,,4,12,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q2,Rushing,"Sam Cunningham",,,,,,1,0,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q2,Receiving,"Harold Jackson",,,,,,,,,5,3,46,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q2,Receiving,"Don Calhoun",,,,,,,,,3,1,2,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q2,Receiving,"Stanley Morgan",,,,,,,,,3,0,0,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q2,Receiving,"Horace Ivory",,,,,,,,,1,0,0,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q2,Receiving,"Don Westbrook",,,,,,,,,1,0,0,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q3,Passing,"Steve Grogan",4,5,81,1,1,,,,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q3,Rushing,"Horace Ivory",,,,,,3,27,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q3,Rushing,"Steve Grogan",,,,,,1,11,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q3,Rushing,"Don Calhoun",,,,,,3,9,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q3,Rushing,"Sam Cunningham",,,,,,1,1,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q3,Receiving,"Stanley Morgan",,,,,,,,,2,1,33,1
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q3,Receiving,"Harold Jackson",,,,,,,,,1,1,19,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q3,Receiving,"Don Hasselbeck",,,,,,,,,1,1,17,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q3,Receiving,"Sam Cunningham",,,,,,,,,1,1,12,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q4,Passing,"Steve Grogan",3,7,58,0,1,,,,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q4,Rushing,"Horace Ivory",,,,,,5,22,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q4,Rushing,"Sam Cunningham",,,,,,1,9,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q4,Rushing,"Steve Grogan",,,,,,1,3,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q4,Rushing,"Don Calhoun",,,,,,2,-4,0,,,,
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q4,Receiving,"Harold Jackson",,,,,,,,,3,3,58,1
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q4,Receiving,"Stanley Morgan",,,,,,,,,2,0,0,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q4,Receiving,"Andy Johnson",,,,,,,,,1,0,0,0
1978,1,REG,"1978 Week 1","September 3",Home,"Washington Redskins",Q4,Receiving,"Don Westbrook",,,,,,,,,1,0,0,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q1,Passing,"Steve Grogan",4,5,41,0,0,,,,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q1,Rushing,"Don Calhoun",,,,,,8,45,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q1,Rushing,"Horace Ivory",,,,,,5,7,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q1,Rushing,"Andy Johnson",,,,,,1,5,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q1,Rushing,"Steve Grogan",,,,,,2,3,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q1,Rushing,"Sam Cunningham",,,,,,1,2,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q1,Receiving,"Russ Francis",,,,,,,,,3,2,26,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q1,Receiving,"Don Westbrook",,,,,,,,,1,1,8,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q1,Receiving,"Stanley Morgan",,,,,,,,,1,1,7,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q2,Passing,"Steve Grogan",3,5,70,1,1,,,,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q2,Rushing,"Don Calhoun",,,,,,4,82,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q2,Rushing,"Andy Johnson",,,,,,3,15,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q2,Rushing,"Stanley Morgan",,,,,,1,6,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q2,Rushing,"Steve Grogan",,,,,,1,5,1,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q2,Rushing,"Horace Ivory",,,,,,1,4,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q2,Receiving,"Russ Francis",,,,,,,,,3,2,35,1
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q2,Receiving,"Harold Jackson",,,,,,,,,1,1,35,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q2,Receiving,"Stanley Morgan",,,,,,,,,1,0,0,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q3,Passing,"Steve Grogan",3,6,24,0,0,,,,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q3,Rushing,"Don Calhoun",,,,,,3,14,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q3,Rushing,"Sam Cunningham",,,,,,3,12,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q3,Rushing,"Steve Grogan",,,,,,1,11,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q3,Rushing,"James McAlister",,,,,,1,6,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q3,Rushing,"Andy Johnson",,,,,,2,4,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q3,Receiving,"Andy Johnson",,,,,,,,,3,2,16,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q3,Receiving,"Stanley Morgan",,,,,,,,,2,1,8,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q4,Passing,"Steve Grogan",3,5,37,1,0,,,,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q4,Rushing,"James McAlister",,,,,,5,28,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q4,Rushing,"Sam Cunningham",,,,,,4,11,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q4,Rushing,"Andy Johnson",,,,,,3,6,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q4,Rushing,"Don Calhoun",,,,,,1,5,0,,,,
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q4,Receiving,"Harold Jackson",,,,,,,,,1,1,24,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q4,Receiving,"Russ Francis",,,,,,,,,2,2,13,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q4,Receiving,"Stanley Morgan",,,,,,,,,1,0,0,0
1978,2,REG,"1978 Week 2","September 10",Away,"St. Louis Cardinals",Q4,Receiving,"Don Westbrook",,,,,,,,,1,0,0,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q1,Passing,"Steve Grogan",1,3,34,1,0,,,,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q1,Rushing,"Andy Johnson",,,,,,10,32,1,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q1,Rushing,"Sam Cunningham",,,,,,1,1,0,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q1,Rushing,"Don Calhoun",,,,,,3,-3,0,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q1,Receiving,"Harold Jackson",,,,,,,,,2,1,34,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q1,Receiving,"Don Hasselbeck",,,,,,,,,1,0,0,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q2,Passing,"Steve Grogan",1,6,62,0,1,,,,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q2,Rushing,"Andy Johnson",,,,,,6,33,0,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q2,Rushing,"Don Calhoun",,,,,,3,22,0,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q2,Rushing,"Steve Grogan",,,,,,2,9,0,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q2,Rushing,"Sam Cunningham",,,,,,2,2,0,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q2,Receiving,"Stanley Morgan",,,,,,,,,3,1,62,1
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q2,Receiving,"Harold Jackson",,,,,,,,,1,0,0,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q2,Receiving,"Don Hasselbeck",,,,,,,,,2,0,0,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q3,Passing,"Steve Grogan",2,7,5,0,0,,,,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q3,Rushing,"Andy Johnson",,,,,,6,26,0,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q3,Rushing,"Sam Cunningham",,,,,,1,3,0,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q3,Receiving,"Don Hasselbeck",,,,,,,,,1,1,5,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q3,Receiving,"Sam Cunningham",,,,,,,,,3,1,0,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q3,Receiving,"Don Westbrook",,,,,,,,,1,0,0,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q3,Receiving,"Stanley Morgan",,,,,,,,,1,0,0,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Passing,"Steve Grogan",7,17,128,2,0,,,,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Rushing,"Steve Grogan",,,,,,5,54,1,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Rushing,"Andy Johnson",,,,,,5,19,0,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Rushing,"Sam Cunningham",,,,,,4,7,1,,,,
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Receiving,"Stanley Morgan",,,,,,,,,3,2,63,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Receiving,"Carlos Pennywell",,,,,,,,,1,1,28,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Receiving,"Don Hasselbeck",,,,,,,,,4,2,27,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Receiving,"Sam Cunningham",,,,,,,,,3,2,10,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Receiving,"Andy Johnson",,,,,,,,,1,0,0,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Receiving,"Harold Jackson",,,,,,,,,3,0,0,0
1978,3,REG,"1978 Week 3","September 18",Home,"Baltimore Colts",Q4,Receiving,"Don Westbrook",,,,,,,,,1,0,0,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q1,Passing,"Steve Grogan",2,4,9,1,0,,,,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q1,Rushing,"Andy Johnson",,,,,,4,16,0,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q1,Rushing,"Sam Cunningham",,,,,,2,8,0,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q1,Receiving,"Sam Cunningham",,,,,,,,,2,2,9,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q1,Receiving,"Stanley Morgan",,,,,,,,,2,0,0,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q2,Passing,"Steve Grogan",5,10,81,0,1,,,,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q2,Rushing,"Andy Johnson",,,,,,4,24,0,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q2,Rushing,"Sam Cunningham",,,,,,3,15,0,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q2,Receiving,"Russ Francis",,,,,,,,,2,2,49,1
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q2,Receiving,"Andy Johnson",,,,,,,,,3,2,18,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q2,Receiving,"Sam Cunningham",,,,,,,,,2,1,14,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q2,Receiving,"Stanley Morgan",,,,,,,,,2,0,0,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q2,Receiving,"Harold Jackson",,,,,,,,,1,0,0,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Passing,"Steve Grogan",3,5,49,1,0,,,,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Rushing,"Sam Cunningham",,,,,,7,30,0,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Rushing,"Steve Grogan",,,,,,3,24,0,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Rushing,"Andy Johnson",,,,,,4,18,0,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Rushing,"Horace Ivory",,,,,,1,16,1,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Rushing,"Don Calhoun",,,,,,1,0,0,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Receiving,"Andy Johnson",,,,,,,,,1,1,25,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Receiving,"Russ Francis",,,,,,,,,1,1,13,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Receiving,"Stanley Morgan",,,,,,,,,1,1,11,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Receiving,"Harold Jackson",,,,,,,,,1,0,0,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q3,Receiving,"Don Calhoun",,,,,,,,,1,0,0,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q4,Passing,"Steve Grogan",4,6,80,1,0,,,,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q4,Rushing,"Steve Grogan",,,,,,3,41,0,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q4,Rushing,"Sam Cunningham",,,,,,4,9,1,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q4,Rushing,"Andy Johnson",,,,,,5,6,0,,,,
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q4,Receiving,"Russ Francis",,,,,,,,,2,2,64,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q4,Receiving,"Stanley Morgan",,,,,,,,,1,1,11,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q4,Receiving,"Andy Johnson",,,,,,,,,1,1,5,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q4,Receiving,"Don Westbrook",,,,,,,,,1,0,0,0
1978,4,REG,"1978 Week 4","September 24",Away,"Oakland Raiders",Q4,Receiving,"Don Hasselbeck",,,,,,,,,1,0,0,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q1,Passing,"Steve Grogan",4,7,59,0,1,,,,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q1,Rushing,"Sam Cunningham",,,,,,4,8,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q1,Rushing,"Andy Johnson",,,,,,2,8,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q1,Receiving,"Harold Jackson",,,,,,,,,2,1,30,1
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q1,Receiving,"Russ Francis",,,,,,,,,3,2,24,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q1,Receiving,"Sam Cunningham",,,,,,,,,1,1,5,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q1,Receiving,"Andy Johnson",,,,,,,,,1,0,0,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q2,Passing,"Steve Grogan",4,7,30,1,0,,,,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q2,Rushing,"Sam Cunningham",,,,,,2,9,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q2,Rushing,"Horace Ivory",,,,,,2,4,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q2,Rushing,"Andy Johnson",,,,,,1,0,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q2,Rushing,"Don Calhoun",,,,,,1,-3,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q2,Receiving,"Andy Johnson",,,,,,,,,3,2,14,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q2,Receiving,"Russ Francis",,,,,,,,,2,1,9,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q2,Receiving,"Sam Cunningham",,,,,,,,,2,1,7,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q3,Passing,"Steve Grogan",3,5,31,0,1,,,,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q3,Rushing,"Don Calhoun",,,,,,3,19,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q3,Rushing,"Steve Grogan",,,,,,2,17,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q3,Rushing,"Sam Cunningham",,,,,,1,10,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q3,Rushing,"Horace Ivory",,,,,,5,9,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q3,Rushing,"Andy Johnson",,,,,,1,-2,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q3,Receiving,"Harold Jackson",,,,,,,,,2,2,19,1
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q3,Receiving,"Don Calhoun",,,,,,,,,2,1,12,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q3,Receiving,"Sam Cunningham",,,,,,,,,1,0,0,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q4,Passing,"Steve Grogan",6,10,111,0,1,,,,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q4,Rushing,"Horace Ivory",,,,,,3,10,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q4,Rushing,"Don Calhoun",,,,,,2,7,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q4,Rushing,"Steve Grogan",,,,,,1,4,1,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q4,Rushing,"Andy Johnson",,,,,,1,3,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q4,Rushing,"Don Westbrook",,,,,,1,-2,0,,,,
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q4,Receiving,"Harold Jackson",,,,,,,,,4,1,57,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q4,Receiving,"Russ Francis",,,,,,,,,3,2,31,1
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q4,Receiving,"Don Calhoun",,,,,,,,,1,1,15,0
1978,5,REG,"1978 Week 5","October 1",Home,"San Diego Chargers",Q4,Receiving,"Sam Cunningham",,,,,,,,,2,2,8,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q1,Passing,"Steve Grogan",2,4,38,0,0,,,,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q1,Passing,"Andy Johnson",0,1,0,0,0,,,,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q1,Rushing,"Sam Cunningham",,,,,,5,33,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q1,Rushing,"Andy Johnson",,,,,,4,15,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q1,Rushing,"Don Calhoun",,,,,,3,8,1,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q1,Receiving,"Stanley Morgan",,,,,,,,,3,1,32,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q1,Receiving,"Andy Johnson",,,,,,,,,1,1,6,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q1,Receiving,"Russ Francis",,,,,,,,,1,0,0,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q2,Passing,"Steve Grogan",4,5,49,0,0,,,,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q2,Rushing,"Horace Ivory",,,,,,3,28,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q2,Rushing,"Sam Cunningham",,,,,,8,14,1,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q2,Rushing,"Andy Johnson",,,,,,1,3,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q2,Receiving,"Andy Johnson",,,,,,,,,2,2,28,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q2,Receiving,"Stanley Morgan",,,,,,,,,1,1,14,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q2,Receiving,"Russ Francis",,,,,,,,,1,1,7,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q2,Receiving,"Don Hasselbeck",,,,,,,,,1,0,0,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q3,Passing,"Steve Grogan",2,6,64,0,1,,,,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q3,Rushing,"Steve Grogan",,,,,,3,18,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q3,Rushing,"Sam Cunningham",,,,,,6,17,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q3,Rushing,"Andy Johnson",,,,,,2,13,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q3,Rushing,"Horace Ivory",,,,,,3,9,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q3,Receiving,"Stanley Morgan",,,,,,,,,2,1,58,1
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q3,Receiving,"Horace Ivory",,,,,,,,,1,1,6,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q3,Receiving,"Russ Francis",,,,,,,,,1,0,0,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q3,Receiving,"Andy Johnson",,,,,,,,,1,0,0,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q3,Receiving,"Harold Jackson",,,,,,,,,1,0,0,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q4,Passing,"Steve Grogan",4,8,37,1,0,,,,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q4,Rushing,"Andy Johnson",,,,,,4,19,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q4,Rushing,"Sam Cunningham",,,,,,6,14,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q4,Rushing,"Steve Grogan",,,,,,1,10,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q4,Rushing,"Horace Ivory",,,,,,1,5,0,,,,
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q4,Receiving,"Andy Johnson",,,,,,,,,4,2,23,0
1978,6,REG,"1978 Week 6","October 8",Home,"Philadelphia Eagles",Q4,Receiving,"Sam Cunningham",,,,,,,,,2,1,10,0
