Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 3,1:04PM ET,boxscore,W,,1-0,,Arizona Cardinals,21.0,16.0,20.0,395.0,172.0,223.0,2.0,19.0,355.0,312.0,43.0,4.0,5.88,9.31,-7.81
2,Sun,September 10,1:02PM ET,boxscore,W,,2-0,@,Philadelphia Eagles,33.0,18.0,24.0,387.0,220.0,167.0,,13.0,237.0,181.0,56.0,,13.4,2.22,-1.13
3,Sun,September 17,3:16PM ET,boxscore,W,,3-0,@,Chicago Bears,14.0,7.0,23.0,409.0,237.0,172.0,1.0,13.0,228.0,180.0,48.0,1.0,7.19,12.65,-8.02
4,Sun,September 24,8:37PM ET,boxscore,L,,3-1,,Washington Redskins,6.0,16.0,21.0,261.0,168.0,93.0,1.0,17.0,394.0,284.0,110.0,,-7.17,-11.57,5.17
5,Sun,October 1,1:03PM ET,boxscore,L,,3-2,@,Tennessee Titans,14.0,28.0,14.0,215.0,191.0,24.0,4.0,28.0,436.0,284.0,152.0,1.0,-9.48,-15.59,7.42
6,Sun,October 8,4:05PM ET,boxscore,W,,4-2,@,Atlanta Falcons,13.0,6.0,14.0,255.0,151.0,104.0,2.0,17.0,238.0,225.0,13.0,3.0,-16.74,14.91,6.39
7,Sun,October 15,1:03PM ET,boxscore,W,,5-2,,Dallas Cowboys,19.0,14.0,17.0,311.0,108.0,203.0,,23.0,269.0,193.0,76.0,5.0,-0.31,11.64,-8.37
8,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
9,Sun,October 29,4:07PM ET,boxscore,W,,6-2,,Philadelphia Eagles,24.0,7.0,25.0,384.0,232.0,152.0,,8.0,192.0,120.0,72.0,1.0,2.8,15.67,1.8
10,Sun,November 5,1:03PM ET,boxscore,W,,7-2,@,Cleveland Browns,24.0,3.0,24.0,370.0,221.0,149.0,1.0,11.0,193.0,152.0,41.0,1.0,11.92,9.7,-2.23
11,Sun,November 12,4:15PM ET,boxscore,L,,7-3,,St. Louis Rams,24.0,38.0,14.0,348.0,213.0,135.0,3.0,28.0,397.0,256.0,141.0,1.0,-10.12,-7.19,0.66
12,Sun,November 19,1:03PM ET,boxscore,L,,7-4,,Detroit Lions,21.0,31.0,25.0,373.0,320.0,53.0,4.0,22.0,314.0,219.0,95.0,2.0,-0.54,-3.12,-7.31
13,Sun,November 26,8:35PM ET,boxscore,W,,8-4,@,Arizona Cardinals,31.0,7.0,25.0,371.0,225.0,146.0,1.0,14.0,267.0,179.0,88.0,4.0,9.82,19.29,-5.68
14,Sun,December 3,1:01PM ET,boxscore,W,,9-4,@,Washington Redskins,9.0,7.0,13.0,305.0,164.0,141.0,3.0,15.0,290.0,261.0,29.0,2.0,-15.05,10.32,6.7
15,Sun,December 10,1:03PM ET,boxscore,W,,10-4,,Pittsburgh Steelers,30.0,10.0,20.0,394.0,326.0,68.0,,17.0,264.0,217.0,47.0,1.0,14.99,-0.99,8.48
16,Sun,December 17,8:20PM ET,boxscore,W,,11-4,@,Dallas Cowboys,17.0,13.0,12.0,225.0,126.0,99.0,1.0,15.0,145.0,70.0,75.0,3.0,-7.53,15.72,-1.33
17,Sat,December 23,12:37PM ET,boxscore,W,,12-4,,Jacksonville Jaguars,28.0,25.0,19.0,373.0,293.0,80.0,1.0,14.0,327.0,257.0,70.0,2.0,0.97,6.54,-2.21
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Division,Sun,January 7,4:15PM ET,boxscore,W,,13-4,,Philadelphia Eagles,20.0,10.0,15.0,237.0,125.0,112.0,3.0,11.0,186.0,140.0,46.0,3.0,-16.47,31.14,-5.94
Conf. Champ.,Sun,January 14,12:37PM ET,boxscore,W,,14-4,,Minnesota Vikings,41.0,0.0,31.0,518.0,380.0,138.0,2.0,9.0,114.0,60.0,54.0,5.0,25.76,24.48,-6.88
SuperBowl,Sun,January 28,6:28PM ET,boxscore,L,,14-5,N,Baltimore Ravens,7.0,34.0,11.0,152.0,86.0,66.0,5.0,13.0,244.0,133.0,111.0,,-34.16,9.78,-0.7
