Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,344,5486,983.0,5.6,34,17,301,309.0,511,3269,24,17,6.0,176.0,442,2217,12,5.0,103.0,104.0,871.0,22.0,190.0,30.0,17.4,Own 27.3,2:32,5.3,28.8,1.66
Opp. Stats,435,5806,1042.0,5.6,21,9,349,306.0,536,3473,25,12,6.1,182.0,470,2333,23,5.0,136.0,80.0,693.0,31.0,186.0,37.1,10.8,Own 30.3,2:35,5.8,31.2,2.15
Lg Rank Offense,21,19,,,28,29,19,,23,25,13,22,20.0,,13,6,13,4.0,,,,,,23.0,4.0,17,20,28.0,21.0,20.0
Lg Rank Defense,26,22,,,23,20,29,,11,10,17,20,14.0,,25,31,32,30.0,,,,,,11.0,24.0,29,14,18.0,22.0,29.0
