Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,235.0,91.0,38.7%,17.0,10.0,58.8%,48.0,26.0,54.2%
Opp. Stats,218.0,74.0,33.9%,17.0,6.0,35.3%,46.0,22.0,47.8%
Lg Rank Offense,,,22,,,5,,,13
Lg Rank Defense,,,3,,,7,,,6
