Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,294,4851,1019.0,4.8,27,10,256,296.0,536,2922,18,17,5.0,139.0,438,1929,8,4.4,91.0,84.0,667.0,26.0,202.0,25.2,12.4,Own 28.5,2:13,5.19,23.7,1.27
Opp. Stats,424,6211,1062.0,5.8,28,13,318,302.0,509,3707,25,15,7.0,178.0,531,2504,18,4.7,122.0,106.0,821.0,18.0,201.0,35.8,13.4,Own 30.7,2:37,5.5,30.8,1.93
Lg Rank Offense,23,25,,,15,11,27,,18,25,21,17,29.0,,15,11,25,8.0,,,,,,27.0,23.0,22,32,26.0,28.0,27.0
Lg Rank Defense,29,30,,,12,6,26,,8,22,20,16,28.0,,30,31,26,31.0,,,,,,9.0,20.0,20,17,12.0,25.0,24.0
