Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,San Francisco 49ers,22.0,30.0,21.0,324.0,279.0,45.0,1.0,22.0,377.0,191.0,186.0,,2.61,-11.61,0.57
2,Thu,September 13,8:29PM ET,boxscore,W,,1-1,,Chicago Bears,23.0,10.0,19.0,321.0,215.0,106.0,2.0,11.0,168.0,74.0,94.0,4.0,-3.3,19.08,-0.91
3,Mon,September 24,8:41PM ET,boxscore,L,,1-2,@,Seattle Seahawks,12.0,14.0,22.0,268.0,184.0,84.0,,14.0,238.0,111.0,127.0,,2.33,-0.56,-3.33
4,Sun,September 30,4:25PM ET,boxscore,W,,2-2,,New Orleans Saints,28.0,27.0,30.0,421.0,319.0,102.0,2.0,25.0,474.0,429.0,45.0,,19.25,-18.01,0.23
5,Sun,October 7,1:03PM ET,boxscore,L,,2-3,@,Indianapolis Colts,27.0,30.0,21.0,356.0,207.0,149.0,1.0,28.0,464.0,345.0,119.0,1.0,9.02,-10.06,-2.47
6,Sun,October 14,8:30PM ET,boxscore,W,,3-3,@,Houston Texans,42.0,24.0,25.0,427.0,328.0,99.0,,23.0,321.0,231.0,90.0,3.0,19.84,-0.13,-2.97
7,Sun,October 21,1:00PM ET,boxscore,W,,4-3,@,St. Louis Rams,30.0,20.0,22.0,402.0,332.0,70.0,,19.0,354.0,246.0,108.0,1.0,16.12,-6.08,-2.56
8,Sun,October 28,1:05PM ET,boxscore,W,,5-3,,Jacksonville Jaguars,24.0,15.0,20.0,238.0,172.0,66.0,1.0,18.0,341.0,279.0,62.0,1.0,-2.95,9.74,5.91
9,Sun,November 4,1:02PM ET,boxscore,W,,6-3,,Arizona Cardinals,31.0,17.0,20.0,384.0,208.0,176.0,1.0,16.0,340.0,286.0,54.0,2.0,6.76,5.45,3.98
10,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
11,Sun,November 18,1:02PM ET,boxscore,W,,7-3,@,Detroit Lions,24.0,20.0,16.0,314.0,219.0,95.0,1.0,19.0,362.0,252.0,110.0,4.0,-0.13,11.88,-7.95
12,Sun,November 25,8:30PM ET,boxscore,L,,7-4,@,New York Giants,10.0,38.0,16.0,317.0,201.0,116.0,2.0,23.0,390.0,243.0,147.0,,-7.0,-18.49,-0.86
13,Sun,December 2,1:02PM ET,boxscore,W,,8-4,,Minnesota Vikings,23.0,14.0,22.0,435.0,283.0,152.0,1.0,16.0,359.0,119.0,240.0,2.0,13.97,-5.09,-3.87
14,Sun,December 9,8:30PM ET,boxscore,W,,9-4,,Detroit Lions,27.0,20.0,15.0,288.0,148.0,140.0,1.0,27.0,386.0,251.0,135.0,2.0,3.3,-2.15,6.97
15,Sun,December 16,1:03PM ET,boxscore,W,,10-4,@,Chicago Bears,21.0,13.0,20.0,391.0,278.0,113.0,2.0,12.0,190.0,107.0,83.0,1.0,8.11,7.52,-8.23
16,Sun,December 23,1:02PM ET,boxscore,W,,11-4,,Tennessee Titans,55.0,7.0,28.0,460.0,343.0,117.0,,10.0,180.0,101.0,79.0,2.0,21.7,24.22,1.12
17,Sun,December 30,4:25PM ET,boxscore,L,,11-5,@,Minnesota Vikings,34.0,37.0,24.0,405.0,333.0,72.0,1.0,25.0,444.0,227.0,217.0,,17.78,-21.59,0.81
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Sat,January 5,8:09PM ET,boxscore,W,,12-5,,Minnesota Vikings,24.0,10.0,20.0,326.0,250.0,76.0,,17.0,324.0,157.0,167.0,3.0,5.96,7.53,-0.56
Division,Sat,January 12,8:25PM ET,boxscore,L,,12-6,@,San Francisco 49ers,31.0,45.0,20.0,352.0,248.0,104.0,2.0,29.0,579.0,256.0,323.0,1.0,16.0,-25.88,-5.15
