Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 11,1:06PM ET,boxscore,L,,0-1,,Detroit Lions,20.0,27.0,17.0,315.0,259.0,56.0,2.0,25.0,431.0,305.0,126.0,1.0,0.26,-7.26,1.73
2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,@,Minnesota Vikings,24.0,20.0,19.0,335.0,230.0,105.0,1.0,25.0,398.0,212.0,186.0,1.0,8.91,-13.95,8.24
3,Sun,September 25,4:16PM ET,boxscore,W,,2-1,,Atlanta Falcons,16.0,13.0,20.0,295.0,180.0,115.0,2.0,21.0,325.0,295.0,30.0,3.0,-6.25,4.5,5.21
4,Mon,October 3,8:40PM ET,boxscore,W,,3-1,,Indianapolis Colts,24.0,17.0,25.0,466.0,274.0,192.0,,13.0,318.0,256.0,62.0,1.0,13.28,-1.82,-1.62
5,Sun,October 9,4:05PM ET,boxscore,L,,3-2,@,San Francisco 49ers,3.0,48.0,14.0,272.0,186.0,86.0,3.0,28.0,418.0,205.0,213.0,1.0,-19.48,-21.86,-2.25
6,Sun,October 16,4:15PM ET,boxscore,W,,4-2,,New Orleans Saints,26.0,20.0,21.0,420.0,303.0,117.0,,20.0,453.0,383.0,70.0,4.0,7.68,-2.61,2.69
7,Sun,October 23,1:05PM ET,boxscore,L,,4-3,,Chicago Bears,18.0,24.0,16.0,280.0,250.0,30.0,4.0,19.0,395.0,218.0,177.0,2.0,-18.93,1.32,10.02
8,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
9,Sun,November 6,1:03PM ET,boxscore,L,,4-4,@,New Orleans Saints,16.0,27.0,18.0,365.0,281.0,84.0,,25.0,453.0,258.0,195.0,1.0,3.9,-19.65,8.0
10,Sun,November 13,1:02PM ET,boxscore,L,,4-5,,Houston Texans,9.0,37.0,12.0,231.0,141.0,90.0,4.0,21.0,420.0,235.0,185.0,,-24.96,-15.5,10.67
11,Sun,November 20,1:02PM ET,boxscore,L,,4-6,@,Green Bay Packers,26.0,35.0,22.0,455.0,334.0,121.0,2.0,24.0,378.0,287.0,91.0,1.0,6.59,-17.58,-1.61
12,Sun,November 27,1:02PM ET,boxscore,L,,4-7,@,Tennessee Titans,17.0,23.0,15.0,308.0,186.0,122.0,5.0,18.0,352.0,150.0,202.0,4.0,-18.79,15.36,-1.91
13,Sun,December 4,1:02PM ET,boxscore,L,,4-8,,Carolina Panthers,19.0,38.0,15.0,285.0,207.0,78.0,1.0,26.0,385.0,222.0,163.0,,-2.41,-26.22,10.02
14,Sun,December 11,1:03PM ET,boxscore,L,,4-9,@,Jacksonville Jaguars,14.0,41.0,15.0,280.0,170.0,110.0,7.0,21.0,325.0,209.0,116.0,2.0,-19.92,2.54,-9.48
15,Sat,December 17,8:29PM ET,boxscore,L,,4-10,,Dallas Cowboys,15.0,31.0,7.0,190.0,132.0,58.0,1.0,28.0,399.0,239.0,160.0,1.0,-11.22,-15.8,6.4
16,Sat,December 24,1:04PM ET,boxscore,L,,4-11,@,Carolina Panthers,16.0,48.0,23.0,317.0,258.0,59.0,4.0,20.0,433.0,163.0,270.0,,-3.74,-26.76,-2.83
17,Sun,January 1,4:17PM ET,boxscore,L,,4-12,@,Atlanta Falcons,24.0,45.0,18.0,294.0,259.0,35.0,4.0,22.0,428.0,177.0,251.0,2.0,-14.6,-13.63,1.63
