Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,211.0,78.0,37.0%,13.0,7.0,53.8%,44.0,24.0,54.5%
Opp. Stats,221.0,81.0,36.7%,14.0,5.0,35.7%,54.0,24.0,44.4%
Lg Rank Offense,,,20,,,13,,,12
Lg Rank Defense,,,14,,,5,,,7
