Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Drew Stanton,30.0,QB,9,8,5-3-0,132,240,55.0,1711,7,2.9,5,2.1,77,39.4,49.0,7.1,6.78,13.0,190.1,78.7,53.6,11,66,4.38,6.55,6.22,1,1,
2.0,Carson Palmer,35.0,QB,6,6,6-0-0,141,224,62.9,1626,11,4.9,3,1.3,82,43.8,80.0,7.3,7.64,11.5,271.0,95.6,56.8,9,59,3.86,6.73,7.09,2,2,
3.0,Ryan Lindley,25.0,QB,3,2,0-2-0,45,93,48.4,562,2,2.2,4,4.3,30,37.4,41.0,6.0,4.54,12.5,187.3,56.8,32.9,6,46,6.06,5.21,3.8,0,0,
4.0,Logan Thomas,23.0,QB,2,0,,1,9,11.1,81,1,11.1,0,0.0,1,9.1,81.0,9.0,11.22,81.0,40.5,101.6,9.4,2,11,18.18,6.36,8.18,0,0,
5.0,Ted Ginn Jr.,29.0,WR,16,0,,1,1,100.0,10,0,0.0,0,0.0,1,100.0,10.0,10.0,10.0,10.0,0.6,108.3,100.0,0,0,0.0,10.0,10.0,0,0,
6.0,Marion Grice,23.0,RB,10,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,7.9,0,0,0.0,0.0,0.0,0,0,
,Team Totals,,,16,16,11-5-0,320,568,56.3,3808,21,3.7,12,2.1,191,40.3,81.0,7.0,6.81,12.5,238.0,81.8,,28,182,4.7,6.39,6.19,3,3,
