Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 8,1:04PM ET,boxscore,W,,1-0,@,Cincinnati Bengals,34.0,6.0,27.0,401.0,160.0,241.0,,13.0,203.0,167.0,36.0,1.0,22.74,7.0,-3.17
2,Sun,September 15,4:15PM ET,boxscore,W,,2-0,,Houston Texans,24.0,3.0,16.0,267.0,143.0,124.0,1.0,7.0,118.0,29.0,89.0,3.0,-7.35,42.11,-13.25
3,Sun,September 22,4:05PM ET,boxscore,W,,3-0,@,Arizona Cardinals,23.0,15.0,19.0,289.0,164.0,125.0,1.0,15.0,297.0,200.0,97.0,3.0,-2.1,9.41,-0.09
4,Sun,September 29,4:15PM ET,boxscore,W,,4-0,,New England Patriots,21.0,14.0,14.0,342.0,104.0,238.0,1.0,25.0,440.0,353.0,87.0,3.0,7.34,-0.74,0.65
5,Sun,October 6,4:05PM ET,boxscore,L,,4-1,@,Denver Broncos,9.0,26.0,16.0,314.0,235.0,79.0,3.0,20.0,417.0,300.0,117.0,1.0,-9.51,-7.75,1.03
6,Sun,October 13,4:15PM ET,boxscore,W,,5-1,,Kansas City Chiefs,35.0,34.0,27.0,465.0,312.0,153.0,5.0,17.0,319.0,231.0,88.0,2.0,12.73,-0.67,-11.26
7,Sun,October 20,4:05PM ET,boxscore,W,OT,6-1,@,Oakland Raiders,27.0,21.0,24.0,333.0,161.0,172.0,,26.0,390.0,353.0,37.0,1.0,10.49,-13.94,8.51
8,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
9,Sun,November 3,4:05PM ET,boxscore,L,,6-2,,New York Jets,13.0,44.0,15.0,243.0,170.0,73.0,3.0,21.0,413.0,248.0,165.0,,-11.63,-13.34,-7.92
10,Sun,November 10,1:02PM ET,boxscore,L,,6-3,@,St. Louis Rams,24.0,28.0,15.0,256.0,130.0,126.0,2.0,25.0,524.0,453.0,71.0,4.0,-5.1,-0.7,1.87
11,Sun,November 17,4:05PM ET,boxscore,W,OT,7-3,,San Francisco 49ers,20.0,17.0,26.0,441.0,336.0,105.0,1.0,21.0,467.0,331.0,136.0,1.0,6.43,-9.51,6.08
12,Sun,November 24,1:02PM ET,boxscore,L,,7-4,@,Miami Dolphins,3.0,30.0,12.0,144.0,80.0,64.0,2.0,24.0,413.0,191.0,222.0,,-11.9,-15.44,-0.15
13,Sun,December 1,4:05PM ET,boxscore,W,OT,8-4,,Denver Broncos,30.0,27.0,25.0,434.0,214.0,220.0,,20.0,417.0,261.0,156.0,3.0,11.93,3.03,-12.29
14,Sun,December 8,4:15PM ET,boxscore,L,,8-5,,Oakland Raiders,7.0,27.0,19.0,291.0,226.0,65.0,3.0,22.0,393.0,326.0,67.0,,-10.29,-11.59,4.56
15,Sun,December 15,1:02PM ET,boxscore,L,,8-6,@,Buffalo Bills,13.0,20.0,14.0,308.0,192.0,116.0,,17.0,256.0,101.0,155.0,1.0,-9.77,2.12,2.84
16,Sun,December 22,1:00PM ET,boxscore,L,,8-7,@,Kansas City Chiefs,22.0,24.0,20.0,383.0,235.0,148.0,1.0,19.0,376.0,323.0,53.0,1.0,-3.76,-8.72,6.97
17,Sun,December 29,4:15PM ET,boxscore,L,OT,8-8,,Seattle Seahawks,28.0,31.0,24.0,414.0,326.0,88.0,1.0,34.0,591.0,428.0,163.0,3.0,12.44,-18.87,2.43
