Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 12,1:05PM ET,boxscore,L,,0-1,,Detroit Lions,16.0,20.0,18.0,342.0,214.0,128.0,4.0,13.0,262.0,185.0,77.0,1.0,-9.81,8.57,-2.16
2,Sun,September 19,1:02PM ET,boxscore,W,,1-1,@,Green Bay Packers,21.0,10.0,18.0,307.0,125.0,182.0,2.0,23.0,404.0,252.0,152.0,3.0,1.49,11.14,-2.22
3,Sun,September 26,1:00PM ET,boxscore,L,,1-2,@,Minnesota Vikings,22.0,27.0,24.0,385.0,239.0,146.0,1.0,24.0,443.0,350.0,93.0,2.0,3.68,-7.07,-3.81
4,Sun,October 3,1:05PM ET,boxscore,L,,1-3,,Philadelphia Eagles,9.0,19.0,14.0,224.0,192.0,32.0,1.0,24.0,376.0,218.0,158.0,1.0,-8.45,-3.33,2.57
5,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
6,Sun,October 17,1:03PM ET,boxscore,L,,1-4,,Washington Redskins,10.0,13.0,9.0,160.0,34.0,126.0,1.0,18.0,311.0,93.0,218.0,1.0,-21.99,14.03,4.07
7,Sun,October 24,1:02PM ET,boxscore,L,,1-5,@,Tampa Bay Buccaneers,7.0,19.0,11.0,167.0,91.0,76.0,2.0,17.0,293.0,155.0,138.0,2.0,-20.05,8.35,-0.66
8,Sun,October 31,8:36PM ET,boxscore,W,,2-5,,San Francisco 49ers,23.0,13.0,14.0,254.0,134.0,120.0,3.0,10.0,162.0,100.0,62.0,2.0,-25.03,33.12,5.92
9,Sun,November 7,4:06PM ET,boxscore,W,,3-5,@,New York Giants,28.0,21.0,13.0,231.0,109.0,122.0,2.0,15.0,258.0,167.0,91.0,5.0,-22.98,37.22,-6.16
10,Sun,November 14,1:03PM ET,boxscore,W,OT,4-5,@,Tennessee Titans,19.0,17.0,10.0,176.0,75.0,101.0,3.0,14.0,390.0,318.0,72.0,3.0,-30.15,21.44,8.65
11,Sun,November 21,1:02PM ET,boxscore,L,,4-6,,Indianapolis Colts,10.0,41.0,14.0,224.0,145.0,79.0,5.0,31.0,486.0,211.0,275.0,1.0,-15.4,-17.76,9.07
12,Thu,November 25,4:36PM ET,boxscore,L,,4-7,@,Dallas Cowboys,7.0,21.0,10.0,140.0,91.0,49.0,4.0,18.0,267.0,113.0,154.0,2.0,-28.91,14.72,3.09
13,Sun,December 5,1:03PM ET,boxscore,W,,5-7,,Minnesota Vikings,24.0,14.0,21.0,318.0,174.0,144.0,1.0,24.0,391.0,245.0,146.0,4.0,3.83,4.01,2.53
14,Sun,December 12,1:03PM ET,boxscore,L,,5-8,@,Jacksonville Jaguars,3.0,22.0,10.0,210.0,179.0,31.0,2.0,22.0,332.0,242.0,90.0,1.0,-21.83,7.52,-3.4
15,Sun,December 19,1:02PM ET,boxscore,L,,5-9,,Houston Texans,5.0,24.0,11.0,203.0,149.0,54.0,4.0,15.0,314.0,208.0,106.0,,-35.62,0.1,14.84
16,Sun,December 26,1:03PM ET,boxscore,L,,5-10,@,Detroit Lions,13.0,19.0,16.0,229.0,105.0,124.0,1.0,17.0,314.0,156.0,158.0,1.0,-12.7,7.35,-2.02
17,Sun,January 2,1:03PM ET,boxscore,L,,5-11,,Green Bay Packers,14.0,31.0,17.0,246.0,136.0,110.0,1.0,17.0,387.0,327.0,60.0,,-14.53,-10.59,5.04
