Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 12,1:06PM ET,boxscore,W,,1-0,,Tampa Bay Buccaneers,16.0,10.0,13.0,291.0,125.0,166.0,1.0,10.0,169.0,139.0,30.0,2.0,-10.57,22.38,-5.9
2,Sun,September 19,1:04PM ET,boxscore,L,,1-1,@,New York Giants,14.0,20.0,20.0,322.0,214.0,108.0,7.0,15.0,277.0,215.0,62.0,1.0,-25.56,13.58,6.23
3,Mon,September 27,9:10PM ET,boxscore,L,,1-2,,Dallas Cowboys,18.0,21.0,21.0,384.0,290.0,94.0,,14.0,287.0,237.0,50.0,,6.12,-6.09,0.87
4,Sun,October 3,1:02PM ET,boxscore,L,,1-3,@,Cleveland Browns,13.0,17.0,13.0,265.0,192.0,73.0,2.0,14.0,280.0,184.0,96.0,1.0,-12.85,8.4,-0.81
5,Sun,October 10,8:36PM ET,boxscore,L,,1-4,,Baltimore Ravens,10.0,17.0,9.0,107.0,55.0,52.0,2.0,15.0,232.0,76.0,156.0,3.0,-23.7,19.35,-5.54
6,Sun,October 17,1:03PM ET,boxscore,W,,2-4,@,Chicago Bears,13.0,10.0,18.0,311.0,93.0,218.0,1.0,9.0,160.0,34.0,126.0,1.0,-14.03,21.99,-4.07
7,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
8,Sun,October 31,1:03PM ET,boxscore,L,,2-5,,Green Bay Packers,14.0,28.0,20.0,272.0,191.0,81.0,2.0,20.0,361.0,273.0,88.0,4.0,-7.39,-0.04,-2.39
9,Sun,November 7,1:04PM ET,boxscore,W,,3-5,@,Detroit Lions,17.0,10.0,15.0,229.0,73.0,156.0,,21.0,322.0,258.0,64.0,1.0,-10.01,4.43,9.28
10,Sun,November 14,4:06PM ET,boxscore,L,,3-6,,Cincinnati Bengals,10.0,17.0,17.0,268.0,181.0,87.0,3.0,19.0,316.0,217.0,99.0,3.0,-16.81,10.8,-0.2
11,Sun,November 21,4:16PM ET,boxscore,L,,3-7,@,Philadelphia Eagles,6.0,28.0,15.0,213.0,162.0,51.0,1.0,20.0,333.0,208.0,125.0,2.0,-14.97,-9.07,-3.43
12,Sun,November 28,1:02PM ET,boxscore,L,,3-8,@,Pittsburgh Steelers,7.0,16.0,10.0,156.0,105.0,51.0,1.0,15.0,207.0,100.0,107.0,,-16.94,4.68,0.09
13,Sun,December 5,4:16PM ET,boxscore,W,,4-8,,New York Giants,31.0,7.0,27.0,379.0,168.0,211.0,,7.0,145.0,107.0,38.0,,18.56,13.98,-7.8
14,Sun,December 12,8:37PM ET,boxscore,L,,4-9,,Philadelphia Eagles,14.0,17.0,19.0,312.0,224.0,88.0,1.0,15.0,312.0,245.0,67.0,2.0,-10.07,4.46,-2.83
15,Sat,December 18,5:16PM ET,boxscore,W,,5-9,@,San Francisco 49ers,26.0,16.0,17.0,337.0,209.0,128.0,1.0,15.0,254.0,199.0,55.0,4.0,-3.39,22.73,-5.02
16,Sun,December 26,4:15PM ET,boxscore,L,,5-10,@,Dallas Cowboys,10.0,13.0,15.0,233.0,149.0,84.0,3.0,21.0,306.0,217.0,89.0,2.0,-5.13,7.16,-3.04
17,Sun,January 2,1:04PM ET,boxscore,W,,6-10,,Minnesota Vikings,21.0,18.0,20.0,318.0,201.0,117.0,2.0,21.0,320.0,268.0,52.0,,5.93,-5.92,5.27
