Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,205.0,85.0,41.5%,8.0,5.0,62.5%,47.0,26.0,55.3%
Opp. Stats,207.0,90.0,43.5%,15.0,7.0,46.7%,57.0,34.0,59.6%
Lg Rank Offense,,,6,,,6,,,5
Lg Rank Defense,,,29,,,18,,,31
