Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 9,1:03PM ET,boxscore,W,,1-0,@,New York Jets,45.0,24.0,22.0,376.0,222.0,154.0,3.0,17.0,330.0,192.0,138.0,2.0,15.45,6.88,-3.53
2,Sun,September 23,1:00PM ET,boxscore,W,,2-0,,Buffalo Bills,42.0,26.0,28.0,555.0,418.0,137.0,3.0,21.0,374.0,229.0,145.0,1.0,22.35,-4.49,-1.0
3,Sun,September 30,1:03PM ET,boxscore,L,,2-1,@,New England Patriots,13.0,44.0,20.0,322.0,240.0,82.0,4.0,19.0,336.0,159.0,177.0,,-21.47,-11.16,4.62
4,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
5,Sun,October 14,8:30PM ET,boxscore,L,,2-2,,Oakland Raiders,18.0,23.0,26.0,352.0,234.0,118.0,2.0,18.0,317.0,216.0,101.0,1.0,-3.84,2.1,-5.76
6,Sun,October 21,1:00PM ET,boxscore,L,,2-3,,New England Patriots,17.0,38.0,28.0,484.0,305.0,179.0,2.0,19.0,385.0,262.0,123.0,,9.17,-20.68,-7.77
7,Thu,October 25,7:30PM ET,boxscore,W,,3-3,@,Kansas City Chiefs,35.0,28.0,17.0,373.0,179.0,194.0,1.0,25.0,415.0,314.0,101.0,3.0,6.27,-2.68,3.67
8,Sun,November 4,1:01PM ET,boxscore,W,,4-3,@,Buffalo Bills,30.0,14.0,17.0,305.0,161.0,144.0,1.0,14.0,232.0,148.0,84.0,2.0,2.08,18.17,-8.76
9,Sun,November 11,1:00PM ET,boxscore,L,,4-4,,Miami Dolphins,24.0,27.0,19.0,289.0,224.0,65.0,3.0,14.0,375.0,241.0,134.0,3.0,-8.9,-0.1,3.89
10,Sun,November 18,1:02PM ET,boxscore,L,,4-5,@,New Orleans Saints,20.0,34.0,18.0,339.0,262.0,77.0,1.0,25.0,378.0,221.0,157.0,,6.16,-17.3,-5.13
11,Sun,November 25,1:00PM ET,boxscore,L,,4-6,,San Francisco 49ers,21.0,40.0,30.0,491.0,364.0,127.0,5.0,16.0,340.0,169.0,171.0,1.0,-1.05,-4.86,-9.2
12,Sun,December 2,1:02PM ET,boxscore,L,,4-7,@,Baltimore Ravens,27.0,39.0,16.0,314.0,263.0,51.0,4.0,20.0,398.0,268.0,130.0,4.0,-21.29,7.49,4.07
13,Mon,December 10,9:08PM ET,boxscore,L,,4-8,@,Miami Dolphins,6.0,41.0,16.0,254.0,170.0,84.0,4.0,24.0,366.0,183.0,183.0,,-15.33,-25.97,7.62
14,Sun,December 16,1:00PM ET,boxscore,W,,5-8,,Atlanta Falcons,41.0,27.0,29.0,512.0,325.0,187.0,1.0,21.0,316.0,250.0,66.0,1.0,20.38,-1.76,-5.3
15,Sun,December 23,8:30PM ET,boxscore,L,,5-9,,New York Jets,28.0,29.0,18.0,393.0,260.0,133.0,2.0,26.0,451.0,285.0,166.0,2.0,5.91,-9.96,-0.19
16,Sun,December 30,1:02PM ET,boxscore,L,,5-10,@,St. Louis Rams,17.0,42.0,17.0,261.0,178.0,83.0,1.0,27.0,483.0,359.0,124.0,1.0,0.3,-30.07,1.43
17,Sun,January 6,1:00PM ET,boxscore,W,,6-10,,Denver Broncos,29.0,10.0,22.0,335.0,184.0,151.0,1.0,17.0,219.0,104.0,115.0,4.0,4.09,16.63,-0.09
