Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Elvis Grbac,31.0,QB,14,14,8-6-0,265,467,56.7,3033,15,3.2,18,3.9,151,43.2,77,6.5,5.4,11.4,216.6,71.1,28,215,5.66,5.69,4.66,2,4,
2.0,Randall Cunningham,38.0,QB,6,2,2-0-0,54,89,60.7,573,3,3.4,2,2.2,31,41.6,30,6.4,6.1,10.6,95.5,81.3,12,66,11.88,5.02,4.72,1,2,
3.0,Kyle Richardson,28.0,P,16,0,,1,1,100.0,-11,0,0.0,0,0.0,0,,-11,-11.0,-11.0,-11.0,-0.7,79.2,0,0,0.0,-11.0,-11.0,0,0,
,Team Totals,,,16,16,10-6-0,320,557,57.5,3314,18,3.2,20,3.6,182,42.9,77,6.5,5.48,11.2,207.1,72.7,40,281,6.7,5.55,4.65,3,6,
