Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Matthew Stafford,35.0,QB,1,1,0-1-0,25,36,69.4,367,2,5.6,0,0.0,15,57.9,50,10.2,11.31,14.7,367.0,120.9,2,10,5.26,9.39,10.45,0,0,
,Team Totals,,,1,1,0-1-0,25,36,69.4,357,2,5.6,0,0.0,15,57.9,50,10.2,11.31,14.7,357.0,120.9,2,10,5.26,9.39,10.45,0,0,
