Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Vinny Testaverde,44.0,QB,7,6,2-4-0,94,172,54.7,952,5,2.9,6,3.5,47,38.1,65,5.5,4.55,10.1,136.0,65.8,31.0,9,46,4.97,5.01,4.07,1,1,
2.0,Matt Moore,23.0,QB,9,3,2-1-0,63,111,56.8,730,3,2.7,5,4.5,37,43.6,57,6.6,5.09,11.6,81.1,67.0,49.9,6,40,5.13,5.9,4.49,0,1,
3.0,David Carr,28.0,QB,6,4,1-3-0,73,136,53.7,635,3,2.2,5,3.7,32,34.2,38,4.7,3.46,8.7,105.8,58.3,20.0,13,74,8.72,3.77,2.66,1,1,
4.0,Jake Delhomme,32.0,QB,3,3,2-1-0,55,86,64.0,624,8,9.3,1,1.2,27,48.4,74,7.3,8.59,11.3,208.0,111.8,55.8,5,46,5.49,6.35,7.62,0,0,
,Team Totals,,,16,16,7-9-0,285,505,56.4,2735,19,3.8,17,3.4,143,40.0,74,5.8,5.06,10.3,170.9,71.9,,33,206,6.13,5.08,4.37,2,3,
